Price,Close,High,Low,Open,Volume
Ticker,1724.T,1724.T,1724.T,1724.T,1724.T
Date,,,,,
2021-04-27,616.9156494140625,627.9168887040253,615.2231510617605,627.9168887040253,8800
2021-04-28,614.3768310546875,621.993072761977,614.3768310546875,621.993072761977,3800
2021-04-30,611.8379516601562,616.9154450349293,611.8379516601562,616.9154450349293,5900
2021-05-06,738.7754516601562,738.7754516601562,738.7754516601562,738.7754516601562,44300
2021-05-07,865.7128295898438,865.7128295898438,775.1641758595277,786.165414163211,671000
2021-05-10,973.1863403320312,994.342565121858,891.1001881475034,941.8751276430877,937100
2021-05-11,1007.8826904296875,1007.8826904296875,892.7928114217635,922.4115302840969,254500
2021-05-12,958.8002319335938,1002.8051852085689,853.019094253365,995.1889432955925,412500
2021-05-13,898.7164306640625,922.411402470648,880.0989528160311,915.6414105259092,111800
2021-05-14,919.0264892578125,1039.1938570981526,914.7952439113217,1039.1938570981526,180200
2021-05-17,866.5590209960938,910.5639712810516,837.7865535020828,908.8714731931686,130600
2021-05-18,897.0239868164062,925.7964543180645,866.5590212264151,887.7152473305756,60400
2021-05-19,928.3352661132812,939.3365044537303,902.1015439168257,922.411522391501,55400
2021-05-20,1001.1124877929688,1049.348676976569,981.6487623329194,1015.4987196547443,282900
2021-05-21,1073.043701171875,1100.1236683938782,1001.1125382384291,1001.1125382384291,128900
2021-05-24,1033.2701416015625,1060.3501125526273,1020.576405218251,1049.3488743537573,71400
2021-05-25,1045.1175537109375,1054.4262930557313,1029.8850711467296,1042.578806616903,32000
2021-05-26,1072.1976318359375,1120.4338315317927,1034.116421549736,1040.8864144895053,84700
2021-05-27,1085.7376708984375,1089.1226675341302,1049.348957064741,1062.0426944485885,22700
2021-05-28,1050.195068359375,1088.27627551181,1023.9613478765864,1086.5837774161462,32900
2021-05-31,1100.1236572265625,1133.1273669433594,1088.2761716871994,1100.9699061936599,60000
2021-06-01,1096.7386474609375,1112.8173776320468,1070.5049298133379,1095.8923985045633,21600
2021-06-02,1104.3551025390625,1112.8175937462584,1093.3538639697078,1103.5088534183428,16900
2021-06-03,1086.5838623046875,1111.1250866090768,1083.1988658489097,1111.1250866090768,13900
2021-06-04,1015.4989013671875,1076.4288354492187,1014.6526522827148,1067.9663446044922,42800
2021-06-07,1024.8076171875,1043.425096607917,990.1114055403592,990.1114055403592,31100
2021-06-08,1026.5001220703125,1029.8851183508411,1016.3451332287266,1016.3451332287266,5800
2021-06-09,1016.3450927734375,1029.8850773565973,997.7276139715927,1008.7288514454101,8700
2021-06-10,1010.42138671875,1020.5763755299938,998.573899772299,1017.1913792595792,7800
2021-06-11,984.1876220703125,1025.6538245479094,965.5701434069016,1025.6538245479094,14200
2021-06-14,957.9539184570312,986.7263859725251,954.5689222787379,981.648891705085,15100
2021-06-15,957.107666015625,979.110141096444,953.7226698493452,967.2626545144644,9500
2021-06-16,950.337646484375,961.3388837099288,939.3364092588213,957.1076386231774,14100
2021-06-17,974.8789672851562,989.2652020454407,930.8740139007568,951.1839923858643,18600
2021-06-18,955.415283203125,1098.4313884833093,953.7227849157855,990.1114980935839,192600
2021-06-21,922.411376953125,935.9513604680333,897.0239078626721,904.640148589808,35500
2021-06-22,914.7952270507812,935.1052043396053,905.4864874600703,935.1052043396053,16800
2021-06-23,967.2627563476562,967.2627563476562,938.4902859051188,938.4902859051188,21300
2021-06-24,950.337646484375,988.4188522651381,950.3376464843751,967.2626268313809,16600
2021-06-25,957.9539184570312,975.7251483930715,943.5676846992843,975.7251483930715,10100
2021-06-28,948.6451416015625,975.725109961286,948.6451416015625,954.568884680252,13200
2021-06-29,914.613037109375,955.4515727198402,906.1050088571948,951.19755859375,20700
2021-06-30,904.4034423828125,923.9719082104745,904.4034423828125,923.1211053484022,9900
2021-07-01,876.3269653320312,902.7018545798885,869.5205423003262,902.7018545798885,31000
2021-07-02,889.0890502929688,919.7179553748318,862.7141598058089,871.2221889952153,22700
2021-07-05,881.4317016601562,908.6573912867248,876.3268848551746,884.8349128634773,6800
2021-07-06,918.8671264648438,925.6735496238425,863.5649382979781,869.5205585621021,24100
2021-07-07,928.2259521484375,953.7500388252964,901.85106258235,906.9558799177217,30700
