Price,Close,High,Low,Open,Volume
Ticker,1835.T,1835.T,1835.T,1835.T,1835.T
Date,,,,,
2021-04-27,2107.02001953125,2123.782310856081,2107.02001953125,2121.2679671573565,28000
2021-04-28,2092.7724609375,2115.4015584326194,2092.7724609375,2107.8585259342462,54700
2021-04-30,2117.915771484375,2127.973147526248,2093.610446049849,2093.610446049849,76800
2021-05-06,2163.174072265625,2183.288825359145,2122.944566078585,2122.944566078585,82700
2021-05-07,2160.65966796875,2175.7457323688423,2157.307209213174,2163.174012035432,40800
2021-05-10,2181.612548828125,2183.288778216391,2166.5264843337313,2167.3645990278646,24500
2021-05-11,2161.497802734375,2188.3174730280934,2157.3072292509814,2174.907637881234,39000
2021-05-12,2095.28662109375,2161.497678320313,2089.4198185546875,2158.1452197265626,119800
2021-05-13,2087.74365234375,2109.534633861589,2086.0674229962237,2089.419881691276,83500
2021-05-14,2119.59228515625,2127.9734329820953,2101.1537599393905,2111.2111373304047,56700
2021-05-17,2132.16357421875,2145.573408018868,2115.4012819686027,2145.573408018868,45900
2021-05-18,2148.087890625,2148.92600529165,2121.268221292187,2132.163711958642,47000
2021-05-19,2143.8974609375,2143.8974609375,2116.2396750849052,2124.6208223129643,53800
2021-05-20,2179.9365234375,2184.9652120728806,2141.383243899582,2143.897588217272,65700
2021-05-21,2166.52685546875,2178.260463196627,2149.76455871464,2169.0411999818666,54100
2021-05-24,2174.90771484375,2184.9650915597904,2160.659764496026,2161.497879222363,35600
2021-05-25,2137.192626953125,2153.116807310815,2130.487708907782,2153.116807310815,60300
2021-05-26,2102.829833984375,2112.0490959109707,2088.581883734182,2107.8585223079726,85100
2021-05-27,2048.3525390625,2102.830000207779,2047.5144242756494,2094.4488523392747,121600
2021-05-28,2030.751708984375,2065.114408145894,2020.6943336200281,2058.409491236329,179300
2021-05-31,1975.4365234375,2034.104557650748,1975.4365234375,2025.723409905998,162600
2021-06-01,1959.5125732421875,1962.865032734475,1936.8834716692452,1953.645769130684,135600
2021-06-02,1950.2928466796875,1956.9977640726559,1919.2826037372085,1936.8830118937506,184000
2021-06-03,1987.1697998046875,1987.1697998046875,1939.3972656044061,1948.6165265904253,104300
2021-06-04,2007.2847900390625,2008.122904773943,1981.3032332577634,1987.1700364019277,50800
2021-06-07,2001.4183349609375,2005.6089093641222,1982.9798075869255,2003.0945647222113,75100
2021-06-08,2003.0941162109375,2011.4752631406902,1982.1412488865553,1983.8174782725057,56800
2021-06-09,1990.5223388671875,2005.6084029091282,1982.979306846217,1982.979306846217,58500
2021-06-10,1975.4365234375,1984.6557859567247,1964.5410313693253,1973.76029388855,69200
2021-06-11,1966.217041015625,1976.274417184503,1952.8072061237879,1972.9219584615435,77300
2021-06-14,1962.0267333984375,1969.5697665469152,1957.8361594270611,1962.0267333984375,49300
2021-06-15,1959.5125732421875,1962.0269178614033,1948.6170798922521,1953.645769130684,48800
2021-06-16,1972.0841064453125,1972.0841064453123,1943.5882035047512,1945.26443308949,45200
2021-06-17,1955.3214111328125,1972.0837035557256,1953.6451818905211,1972.0837035557256,34700
2021-06-18,1919.2825927734375,1955.321523554773,1919.2825927734375,1955.321523554773,111800
2021-06-21,1879.891357421875,1919.2827501097163,1868.9958658273658,1919.2827501097163,132800
2021-06-22,1953.64501953125,1956.9974777372238,1917.6060938170313,1926.8253538834592,76800
2021-06-23,1908.3873291015625,1950.2930675535072,1907.5492143325237,1950.2930675535072,50300
2021-06-24,1910.9013671875,1923.4730867084702,1901.682106205455,1909.2251379180373,41600
2021-06-25,1900.84423828125,1925.9876805865574,1894.9774350766781,1925.9876805865574,50600
2021-06-28,1913.4161376953125,1916.7685969816816,1897.4919560850578,1900.8444153714272,41400
2021-06-29,1913.4161376953125,1919.2829414464588,1902.520645014612,1913.4161376953125,47400
2021-06-30,1884.08203125,1927.6639999443948,1879.053342554493,1915.092278205627,101400
2021-07-01,1888.2725830078125,1910.063567099336,1886.5963534623106,1901.682419371827,58700
2021-07-02,1908.3873291015625,1916.7684767919513,1900.0061814111734,1905.8729847944458,73500
2021-07-05,1918.4447021484375,1930.1783088894065,1914.2541283123771,1926.8258498205582,53300
2021-07-06,1900.84423828125,1920.958992125496,1893.3012055896577,1920.958992125496,76400
2021-07-07,1907.549072265625,1916.7683340384378,1891.6248928398575,1900.8441546126703,113000
2021-07-08,1915.93017578125,1929.3400107823436,1907.5490289055665,1910.0633729682716,190400
2021-07-09,1924.3111572265625,1931.8541887662138,1889.1103433748572,1906.7107503007098,133600
2021-07-12,1980.465087890625,1984.6556615002116,1952.8073020673535,1962.8646787303612,82700
2021-07-13,2013.98974609375,2018.1803198475864,1994.7131068261026,1998.903680579939,92700
2021-07-14,2033.2662353515625,2048.3522997523573,2011.4752534393033,2011.4752534393033,73600
2021-07-15,2003.9322509765625,2055.8953624615256,2000.579792171081,2051.704788954674,77400
2021-07-16,1989.684326171875,2000.579817427239,1984.6556379001686,1993.0367850196794,41300
2021-07-19,1957.83544921875,1991.36002882866,1954.4829912577588,1987.1694563774213,78600
2021-07-20,1946.1021728515625,1947.778402113278,1929.3398802344088,1946.9402874824202,82400
2021-07-21,1973.7598876953125,1992.1984089391754,1963.7025124713875,1983.8172629192377,39200
2021-07-26,1968.7314453125,2007.284721806487,1956.1597247166349,1998.9035747425767,42500
2021-07-27,1977.11279296875,1985.493940882988,1967.893530263088,1982.9795965087164,40400
2021-07-28,1974.5980224609375,1985.4935123981159,1965.3787617448636,1973.7599078503854,31400
2021-07-29,1977.9508056640625,1993.8749858791546,1966.2171991897842,1993.8749858791546,30400
2021-07-30,1944.4261474609375,1980.4650803664633,1938.5593444298054,1973.760162616598,46000
2021-08-02,1998.90380859375,2007.284956638168,1971.2460200471696,1985.4939717226807,56300
2021-08-03,1988.8460693359375,2005.608362377117,1985.4936107277017,1993.8747572482914,37100
2021-08-04,1980.465087890625,2003.0941853823927,1977.1126290029556,2001.417955938558,33500
2021-08-05,1967.05517578125,1993.0367311494726,1966.2170610919525,1972.083863917035,31700
2021-08-06,1992.19873046875,2000.5798778413573,1967.893403088189,1967.893403088189,44700
2021-08-10,1958.674072265625,2024.0470194785983,1941.9117781084524,2011.4752988607188,110600
2021-08-11,1967.05517578125,1988.8461577029852,1945.2641938595148,1969.5695198491424,111500
2021-08-12,2005.6085205078125,2015.6658971254865,1982.9794231180463,1990.5224555813018,81300
2021-08-13,2018.18017578125,2034.9424696000312,2005.6084554171641,2005.6084554171641,68600
