Price,Close,High,Low,Open,Volume
Ticker,1798.T,1798.T,1798.T,1798.T,1798.T
Date,,,,,
2021-04-27,328.3676452636719,336.24216913090623,328.3676452636719,335.9271929824448,3000
2021-04-28,328.3676452636719,328.3676452636719,328.3676452636719,328.3676452636719,0
2021-04-30,326.9502258300781,326.9502258300781,320.4931069377949,320.4931069377949,1000
2021-05-06,327.5801696777344,327.5801696777344,327.10769347293314,327.10769347293314,1000
2021-05-07,327.5801696777344,327.5801696777344,327.42266959908795,327.42266959908795,1500
2021-05-10,328.9975891113281,328.9975891113281,326.47775595721095,326.47775595721095,1500
2021-05-11,318.1307373046875,321.1230465084646,314.9809280244431,321.1230465084646,10000
2021-05-12,318.1307373046875,318.1307373046875,318.1307373046875,318.1307373046875,500
2021-05-13,310.2562255859375,310.2562255859375,310.2562255859375,310.2562255859375,500
2021-05-14,316.55584716796875,316.55584716796875,310.4137284025383,310.4137284025383,1500
2021-05-17,316.55584716796875,316.55584716796875,316.55584716796875,316.55584716796875,434500
2021-05-18,311.9886169433594,318.44571151032403,311.9886169433594,318.44571151032403,3000
2021-05-19,311.9886169433594,311.9886169433594,311.9886169433594,311.9886169433594,2000
2021-05-20,311.9886169433594,311.9886169433594,311.9886169433594,311.9886169433594,0
2021-05-21,318.1307373046875,323.32792742331833,315.45340422270726,317.6582611064233,2500
2021-05-24,326.0052795410156,326.0052795410156,326.0052795410156,326.0052795410156,3500
2021-05-25,326.0052795410156,326.0052795410156,326.0052795410156,326.0052795410156,0
2021-05-26,326.0052795410156,326.0052795410156,326.0052795410156,326.0052795410156,0
2021-05-27,326.0052795410156,326.0052795410156,326.0052795410156,326.0052795410156,0
2021-05-28,326.0052795410156,326.0052795410156,326.0052795410156,326.0052795410156,0
2021-05-31,326.0052795410156,326.0052795410156,326.0052795410156,326.0052795410156,0
2021-06-01,326.0052795410156,326.0052795410156,326.0052795410156,326.0052795410156,0
2021-06-02,322.8554992675781,322.8554992675781,322.8554992675781,322.8554992675781,5500
2021-06-03,318.7607116699219,319.2331879009754,318.7607116699219,319.2331879009754,3500
2021-06-04,318.7607116699219,318.7607116699219,318.7607116699219,318.7607116699219,0
2021-06-07,318.7607116699219,318.7607116699219,318.7607116699219,318.7607116699219,0
2021-06-08,318.7607116699219,318.7607116699219,318.7607116699219,318.7607116699219,0
2021-06-09,318.7607116699219,318.7607116699219,318.7607116699219,318.7607116699219,0
2021-06-10,315.7684326171875,315.7684326171875,315.4534564432491,315.4534564432491,1500
2021-06-11,315.7684326171875,323.6429571213568,315.7684326171875,323.6429571213568,1000
2021-06-14,315.7684326171875,315.7684326171875,315.7684326171875,315.7684326171875,0
2021-06-15,316.2408752441406,323.6429226842185,316.2408752441406,323.6429226842185,1500
2021-06-16,323.0129699707031,323.0129699707031,323.0129699707031,323.0129699707031,500
2021-06-17,319.0757141113281,323.64292830463114,319.0757141113281,323.64292830463114,3500
2021-06-18,326.16278076171875,326.16278076171875,326.16278076171875,326.16278076171875,1500
2021-06-21,319.8631591796875,322.3829923203718,318.91820673246906,322.3829923203718,4000
2021-06-22,317.5008239746094,317.5008239746094,317.18582378306775,317.18582378306775,2500
2021-06-23,322.8554992675781,322.8554992675781,322.8554992675781,322.8554992675781,2500
2021-06-24,322.8554992675781,322.8554992675781,322.8554992675781,322.8554992675781,0
2021-06-25,322.8554992675781,322.8554992675781,322.8554992675781,322.8554992675781,0
2021-06-28,322.8554992675781,322.8554992675781,322.8554992675781,322.8554992675781,0
2021-06-29,322.8554992675781,322.8554992675781,322.8554992675781,322.8554992675781,0
2021-06-30,316.8708190917969,316.8708190917969,316.8708190917969,316.8708190917969,500
2021-07-01,328.8401184082031,328.8401184082031,322.5404993736825,322.5404993736825,8500
2021-07-02,320.9656066894531,328.8401307788355,320.9656066894531,328.8401307788355,2000
2021-07-05,322.6979675292969,324.43037233382626,321.28056289369204,321.43806297815433,12000
2021-07-06,322.8554992675781,322.8554992675781,321.910546730436,321.910546730436,7500
2021-07-07,323.6429443359375,323.6429443359375,323.6429443359375,323.6429443359375,6500
2021-07-08,322.54052734375,323.6429559641636,322.54052734375,323.6429559641636,3500
2021-07-09,328.05267333984375,328.05267333984375,321.4380780124127,322.068030317448,8500
2021-07-12,322.8554992675781,322.8554992675781,317.3433322069121,321.28059439310215,23500
2021-07-13,322.8554992675781,322.8554992675781,322.8554992675781,322.8554992675781,3000
2021-07-14,322.8554992675781,322.8554992675781,322.8554992675781,322.8554992675781,0
2021-07-15,327.5801696777344,327.5801696777344,327.5801696777344,327.5801696777344,3000
2021-07-16,327.5801696777344,327.5801696777344,324.43036035391,324.43036035391,3500
2021-07-19,339.54949951171875,339.54949951171875,328.3676653246576,330.73002262915156,7000
2021-07-20,343.3292541503906,343.3292541503906,338.4470395477224,338.4470395477224,4500
2021-07-21,339.8644714355469,343.3292572993118,335.45473304932756,343.3292572993118,3500
2021-07-26,336.71466064453125,357.1884236281512,336.71466064453125,356.8734474654006,35500
2021-07-27,336.71466064453125,336.71466064453125,329.47008874556326,329.47008874556326,4500
2021-07-28,328.8401184082031,328.8401184082031,328.8401184082031,328.8401184082031,1000
2021-07-29,328.8401184082031,328.8401184082031,328.8401184082031,328.8401184082031,0
2021-07-30,328.05267333984375,335.76969721665665,328.05267333984375,335.13974491162134,2500
2021-08-02,332.46240234375,332.46240234375,331.04497365003954,331.04497365003954,2500
2021-08-03,346.4790344238281,346.4790344238281,341.5968202354005,346.32153434118004,3000
2021-08-04,346.1640625,346.1640625,338.9194911705683,338.9194911705683,1500
2021-08-05,346.321533203125,346.321533203125,346.164057152133,346.164057152133,1500
