Price,Close,High,Low,Open,Volume
Ticker,1718.T,1718.T,1718.T,1718.T,1718.T
Date,,,,,
2021-04-27,3324.5859375,3324.5859375,3300.289328943362,3300.289328943362,300
2021-04-28,3348.882080078125,3352.9315142741084,3340.7832116861587,3344.8326458821416,1000
2021-04-30,3361.03076171875,3385.327369634789,3348.8824577607306,3348.8824577607306,1400
2021-05-06,3336.73388671875,3369.1293613470875,3336.73388671875,3352.931624032919,1300
2021-05-07,3373.1787109375,3373.1787109375,3365.0798424838686,3365.0798424838686,200
2021-05-10,3393.426025390625,3393.426025390625,3365.0799846057394,3385.3271565949435,600
2021-05-11,3377.228271484375,3397.475443375768,3377.228271484375,3381.2777058626534,400
2021-05-12,3369.12939453125,3369.12939453125,3336.733919583834,3365.0799601628228,1000
2021-05-13,3377.228271484375,3381.2777058626534,3373.178837106096,3373.178837106096,700
2021-05-14,3389.376953125,3389.376953125,3385.327518294504,3385.327518294504,200
2021-05-17,3365.079833984375,3377.228136634138,3361.0303997677875,3377.228136634138,600
2021-05-18,3389.376953125,3389.376953125,3385.327518294504,3385.327518294504,200
2021-05-19,3393.426025390625,3393.426025390625,3393.426025390625,3393.426025390625,100
2021-05-20,3373.1787109375,3373.1787109375,3369.1292767106843,3369.1292767106843,200
2021-05-21,3361.03076171875,3361.03076171875,3340.7835884553842,3340.7835884553842,1600
2021-05-24,3373.1787109375,3373.1787109375,3361.030408257053,3361.030408257053,500
2021-05-25,3356.980712890625,3377.227882449676,3352.931278978815,3356.980712890625,600
2021-05-26,3373.1787109375,3373.1787109375,3373.1787109375,3373.1787109375,100
2021-05-27,3373.1787109375,3373.1787109375,3373.1787109375,3373.1787109375,0
2021-05-28,3361.03076171875,3369.1296310240964,3361.03076171875,3361.03076171875,500
2021-05-31,3340.783203125,3365.0798082386364,3340.783203125,3365.0798082386364,500
2021-06-01,3361.03076171875,3361.03076171875,3356.981327066077,3356.981327066077,400
2021-06-02,3361.03076171875,3361.03076171875,3361.03076171875,3361.03076171875,200
2021-06-03,3356.980712890625,3381.277316361486,3356.980712890625,3373.1784485378657,600
2021-06-04,3344.832763671875,3344.832763671875,3336.7338949947034,3336.7338949947034,700
