code,factors,profit,regime
9984.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 70.0, 'future': 55.45434656657122}",0,BULL
8306.T,"{'market': 87.25990511962524, 'tech': 34.83, 'news': 0.0, 'inst': 50.0, 'future': 39.199683732084154}",0,BULL
9432.T,"{'market': 60.960503883709734, 'tech': 61.83, 'news': 0.0, 'inst': 85.0, 'future': 13.201679612365778}",0,SIDE
8306.T,"{'market': 69.3411466575948, 'tech': 37.72, 'news': 0.0, 'inst': 50.0, 'future': 37.803822191982675}",0,SIDE
6758.T,"{'market': 84.03597431199404, 'tech': 38.3, 'news': 0.0, 'inst': 50.0, 'future': 21.78658103998015}",0,BULL
7203.T,"{'market': 97.39768096748233, 'tech': 97.09, 'news': 0.0, 'inst': 100.0, 'future': 39.65893655827444}",0,BULL
9432.T,"{'market': 73.6766463895957, 'tech': 93.63, 'news': 0.0, 'inst': 85.0, 'future': 35.588821298652334}",0,SIDE
9984.T,"{'market': 100.0, 'tech': 99.3, 'news': 0.0, 'inst': 50.0, 'future': 59.424816662015814}",0,BULL
9432.T,"{'market': 86.95453767847724, 'tech': 94.46, 'news': 0.0, 'inst': 70.0, 'future': 38.18179226159081}",0,BULL
8306.T,"{'market': 68.56907605323403, 'tech': 50.63, 'news': 0.0, 'inst': 60.0, 'future': 35.230253510780095}",0,SIDE
6758.T,"{'market': 96.16406095367388, 'tech': 34.6, 'news': 0.0, 'inst': 50.0, 'future': 42.21353651224629}",0,BULL
7203.T,"{'market': 87.47827265856642, 'tech': 54.25, 'news': 0.0, 'inst': 70.0, 'future': 39.92757552855474}",0,BULL
9984.T,"{'market': 100.0, 'tech': 99.89, 'news': 0.0, 'inst': 50.0, 'future': 59.24747235253689}",0,BULL
8306.T,"{'market': 36.24309772044303, 'tech': 31.35, 'news': 0.0, 'inst': 60.0, 'future': 14.143659068143451}",0,SIDE
6758.T,"{'market': 95.98947119314413, 'tech': 44.85, 'news': 0.0, 'inst': 50.0, 'future': 41.631570643813745}",0,BULL
9984.T,"{'market': 100.0, 'tech': 48.71, 'news': 0.0, 'inst': 50.0, 'future': 55.412459948482784}",0,BULL
9432.T,"{'market': 87.99025673316319, 'tech': 95.33, 'news': 0.0, 'inst': 50.0, 'future': 41.634189110543964}",0,BULL
7203.T,"{'market': 88.18180991237863, 'tech': 55.12, 'news': 0.0, 'inst': 50.0, 'future': 42.272699707928766}",0,BULL
7203.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 100.0, 'future': 47.39316118007456}",0,BULL
8306.T,"{'market': 35.12147255714885, 'tech': 30.83, 'news': 0.0, 'inst': 60.0, 'future': 10.404908523829503}",0,SIDE
6758.T,"{'market': 96.46519574234019, 'tech': 45.23, 'news': 0.0, 'inst': 50.0, 'future': 43.217319141133956}",0,BULL
9984.T,"{'market': 100.0, 'tech': 48.62, 'news': 0.0, 'inst': 50.0, 'future': 58.217802838431425}",0,BULL
9432.T,"{'market': 96.5342971716966, 'tech': 96.09, 'news': 0.0, 'inst': 70.0, 'future': 43.44765723898863}",0,BULL
7203.T,"{'market': 97.35574275634535, 'tech': 56.87, 'news': 0.0, 'inst': 50.0, 'future': 46.18580918781785}",0,BULL
8306.T,"{'market': 35.02961216207106, 'tech': 27.37, 'news': 0.0, 'inst': 50.0, 'future': 10.098707206903544}",0,SIDE
6758.T,"{'market': 67.13088466101145, 'tech': 35.46, 'news': 0.0, 'inst': 50.0, 'future': 30.436282203371505}",0,SIDE
9432.T,"{'market': 97.55017830347312, 'tech': 96.91, 'news': 0.0, 'inst': 70.0, 'future': 46.83392767824374}",0,BULL
9984.T,"{'market': 100.0, 'tech': 48.15, 'news': 0.0, 'inst': 50.0, 'future': 56.51825296859751}",0,BULL
8306.T,"{'market': 35.09740762128611, 'tech': 26.97, 'news': 0.0, 'inst': 50.0, 'future': 10.32469207095371}",0,SIDE
9984.T,"{'market': 100.0, 'tech': 47.38, 'news': 0.0, 'inst': 50.0, 'future': 61.1729248933184}",0,BULL
7203.T,"{'market': 97.7770838373771, 'tech': 57.03, 'news': 0.0, 'inst': 50.0, 'future': 47.59027945792368}",0,BULL
9432.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 85.0, 'future': 48.78166857181134}",0,BULL
6758.T,"{'market': 87.0972807501511, 'tech': 35.38, 'news': 0.0, 'inst': 50.0, 'future': 38.65760250050367}",0,BULL
6758.T,"{'market': 46.39651607826471, 'tech': 50.98, 'news': 0.0, 'inst': 60.0, 'future': 27.988386927549044}",0,SIDE
9984.T,"{'market': 100.0, 'tech': 61.87, 'news': 0.0, 'inst': 90.0, 'future': 50.80823835404982}",0,BULL
8306.T,"{'market': 38.753398633586045, 'tech': 29.47, 'news': 0.0, 'inst': 75.0, 'future': 5.844662111953491}",0,SIDE
7203.T,"{'market': 96.63387801169429, 'tech': 47.03, 'news': 0.0, 'inst': 60.0, 'future': 43.77959337231431}",0,BULL
9432.T,"{'market': 97.88519222874483, 'tech': 56.79, 'news': 0.0, 'inst': 70.0, 'future': 47.95064076248277}",0,BULL
6758.T,"{'market': 66.68738446434439, 'tech': 34.82, 'news': 0.0, 'inst': 50.0, 'future': 28.957948214481302}",0,SIDE
9432.T,"{'market': 97.43690641657732, 'tech': 47.01, 'news': 0.0, 'inst': 50.0, 'future': 46.4563547219244}",0,BULL
7203.T,"{'market': 96.90697604421958, 'tech': 47.11, 'news': 0.0, 'inst': 50.0, 'future': 44.68992014739858}",0,BULL
9984.T,"{'market': 97.40842055928641, 'tech': 44.84, 'news': 0.0, 'inst': 50.0, 'future': 46.36140186428805}",0,BULL
8306.T,"{'market': 22.776112327743803, 'tech': 26.11, 'news': 0.0, 'inst': 50.0, 'future': 2.5870410924793372}",0,SIDE
8306.T,"{'market': 22.41733009894282, 'tech': 25.97, 'news': 0.0, 'inst': 50.0, 'future': 1.3911003298094}",0,SIDE
6758.T,"{'market': 34.66888083942073, 'tech': 28.4, 'news': 0.0, 'inst': 50.0, 'future': 8.896269464735767}",0,SIDE
9984.T,"{'market': 97.70957649559134, 'tech': 43.58, 'news': 0.0, 'inst': 50.0, 'future': 47.36525498530443}",0,BULL
9432.T,"{'market': 97.15307034764379, 'tech': 46.97, 'news': 0.0, 'inst': 50.0, 'future': 45.51023449214595}",0,BULL
7203.T,"{'market': 96.89302619355132, 'tech': 46.43, 'news': 0.0, 'inst': 50.0, 'future': 44.643420645171055}",0,BULL
9432.T,"{'market': 97.9484448721262, 'tech': 46.74, 'news': 0.0, 'inst': 50.0, 'future': 48.16148290708736}",0,BULL
7203.T,"{'market': 96.9566243840795, 'tech': 45.74, 'news': 0.0, 'inst': 50.0, 'future': 44.85541461359837}",0,BULL
8306.T,"{'market': 9.5, 'tech': 28.56, 'news': 0.0, 'inst': 75.0, 'future': 0.0}",0,CRASH
9984.T,"{'market': 84.81615903277877, 'tech': 36.44, 'news': 0.0, 'inst': 50.0, 'future': 24.387196775929223}",0,BULL
6758.T,"{'market': 34.260484763940866, 'tech': 28.22, 'news': 0.0, 'inst': 50.0, 'future': 7.534949213136212}",0,SIDE
6758.T,"{'market': 55.28972914626757, 'tech': 28.17, 'news': 0.0, 'inst': 50.0, 'future': 10.965763820891901}",0,SIDE
7203.T,"{'market': 97.4572010039012, 'tech': 45.4, 'news': 0.0, 'inst': 50.0, 'future': 46.524003346337366}",0,BULL
8306.T,"{'market': 4.5, 'tech': 24.96, 'news': 0.0, 'inst': 50.0, 'future': 0.0}",0,CRASH
9984.T,"{'market': 84.40258497593925, 'tech': 35.52, 'news': 0.0, 'inst': 50.0, 'future': 23.008616586464164}",0,BULL
9432.T,"{'market': 98.46896563201847, 'tech': 46.53, 'news': 0.0, 'inst': 50.0, 'future': 49.8965521067282}",0,BULL
9984.T,"{'market': 56.61899075239765, 'tech': 35.42, 'news': 0.0, 'inst': 50.0, 'future': 15.396635841325505}",0,SIDE
9432.T,"{'market': 98.58960497297795, 'tech': 46.36, 'news': 0.0, 'inst': 50.0, 'future': 50.29868324325982}",0,BULL
8306.T,"{'market': 4.5, 'tech': 24.68, 'news': 0.0, 'inst': 50.0, 'future': 0.0}",0,CRASH
7203.T,"{'market': 96.85737987420605, 'tech': 45.18, 'news': 0.0, 'inst': 50.0, 'future': 44.52459958068682}",0,BULL
6758.T,"{'market': 34.773985869134926, 'tech': 28.43, 'news': 0.0, 'inst': 50.0, 'future': 9.246619563783094}",0,SIDE
6758.T,"{'market': 47.76910019206989, 'tech': 34.52, 'news': 0.0, 'inst': 50.0, 'future': 32.56366730689964}",0,SIDE
7203.T,"{'market': 98.0595478942275, 'tech': 44.95, 'news': 0.0, 'inst': 50.0, 'future': 48.531826314091674}",0,BULL
9432.T,"{'market': 99.07260136373235, 'tech': 56.25, 'news': 0.0, 'inst': 50.0, 'future': 51.90867121244117}",0,BULL
9984.T,"{'market': 75.14239270699821, 'tech': 61.68, 'news': 0.0, 'inst': 50.0, 'future': 18.807975689994024}",0,BULL
8306.T,"{'market': 4.620842612126864, 'tech': 24.63, 'news': 0.0, 'inst': 50.0, 'future': 0.4028087070895463}",0,CRASH
9984.T,"{'market': 84.07122243146334, 'tech': 49.39, 'news': 0.0, 'inst': 50.0, 'future': 21.904074771544455}",0,BULL
8306.T,"{'market': 12.965171032352844, 'tech': 24.88, 'news': 0.0, 'inst': 50.0, 'future': 3.2172367745094803}",0,SIDE
7203.T,"{'market': 98.50293355790575, 'tech': 86.07, 'news': 0.0, 'inst': 50.0, 'future': 50.00977852635248}",0,BULL
6758.T,"{'market': 47.43937902652247, 'tech': 34.71, 'news': 0.0, 'inst': 50.0, 'future': 31.46459675507488}",0,SIDE
9432.T,"{'market': 100.0, 'tech': 90.44, 'news': 0.0, 'inst': 50.0, 'future': 53.281521464054386}",0,BULL
8306.T,"{'market': 12.96537261876692, 'tech': 25.51, 'news': 0.0, 'inst': 50.0, 'future': 3.2179087292230726}",0,SIDE
9984.T,"{'market': 96.65890967612407, 'tech': 53.04, 'news': 0.0, 'inst': 50.0, 'future': 43.863032253746916}",0,BULL
9432.T,"{'market': 100.0, 'tech': 46.21, 'news': 0.0, 'inst': 50.0, 'future': 55.00920849988367}",0,BULL
7203.T,"{'market': 99.11427870481234, 'tech': 45.09, 'news': 0.0, 'inst': 50.0, 'future': 52.04759568270781}",0,BULL
6758.T,"{'market': 73.84383698588796, 'tech': 50.78, 'news': 0.0, 'inst': 75.0, 'future': 36.1461232862932}",0,SIDE
9984.T,"{'market': 96.94900446031968, 'tech': 53.62, 'news': 0.0, 'inst': 50.0, 'future': 44.83001486773227}",0,BULL
8306.T,"{'market': 0.0, 'tech': 25.94, 'news': 0.0, 'inst': 50.0, 'future': 2.486162698352036}",0,BEAR
7203.T,"{'market': 100.0, 'tech': 44.82, 'news': 0.0, 'inst': 50.0, 'future': 54.35444993950031}",0,BULL
6758.T,"{'market': 48.836883524237585, 'tech': 34.58, 'news': 0.0, 'inst': 50.0, 'future': 36.12294508079195}",0,SIDE
9432.T,"{'market': 100.0, 'tech': 45.74, 'news': 0.0, 'inst': 50.0, 'future': 53.607016544090435}",0,BULL
8306.T,"{'market': 0.0, 'tech': 26.32, 'news': 0.0, 'inst': 50.0, 'future': 0.0}",0,CRASH
9984.T,"{'market': 86.77075176199567, 'tech': 44.03, 'news': 0.0, 'inst': 50.0, 'future': 37.569172539985566}",0,BULL
7203.T,"{'market': 97.94141726144049, 'tech': 44.45, 'news': 0.0, 'inst': 50.0, 'future': 48.13805753813499}",0,BULL
9432.T,"{'market': 100.0, 'tech': 45.26, 'news': 0.0, 'inst': 50.0, 'future': 53.478003645796406}",0,BULL
6758.T,"{'market': 36.03162059470444, 'tech': 28.29, 'news': 0.0, 'inst': 50.0, 'future': 13.438735315681477}",0,SIDE
7203.T,"{'market': 96.64479453357647, 'tech': 43.88, 'news': 0.0, 'inst': 50.0, 'future': 43.81598177858826}",0,BULL
9984.T,"{'market': 86.63517146839305, 'tech': 44.17, 'news': 0.0, 'inst': 50.0, 'future': 37.117238227976856}",0,BULL
6758.T,"{'market': 56.782271741532945, 'tech': 28.18, 'news': 0.0, 'inst': 50.0, 'future': 15.940905805109814}",0,SIDE
8306.T,"{'market': 0.0, 'tech': 26.54, 'news': 0.0, 'inst': 50.0, 'future': 0.8671753892199758}",0,BEAR
9432.T,"{'market': 98.34528193460238, 'tech': 44.61, 'news': 0.0, 'inst': 50.0, 'future': 49.484273115341296}",0,BULL
9984.T,"{'market': 68.70120410046441, 'tech': 47.09, 'news': 0.0, 'inst': 50.0, 'future': 35.670680334881375}",0,SIDE
6758.T,"{'market': 97.9684990986111, 'tech': 100.0, 'news': 0.0, 'inst': 100.0, 'future': 41.561663662037006}",0,BULL
7203.T,"{'market': 97.09805282727665, 'tech': 46.54, 'news': 0.0, 'inst': 50.0, 'future': 45.32684275758881}",0,BULL
8306.T,"{'market': 8.661053113464487, 'tech': 43.08, 'news': 0.0, 'inst': 75.0, 'future': 5.536843711548283}",0,BEAR
9432.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 50.0, 'future': 53.04503867928209}",0,BULL
9984.T,"{'market': 68.86439155099069, 'tech': 100.0, 'news': 0.0, 'inst': 60.0, 'future': 36.21463850330229}",0,SIDE
9432.T,"{'market': 97.61583232243001, 'tech': 44.1, 'news': 0.0, 'inst': 50.0, 'future': 47.052774408100014}",0,BULL
7203.T,"{'market': 96.23137380595287, 'tech': 100.0, 'news': 0.0, 'inst': 60.0, 'future': 42.43791268650955}",0,BULL
8306.T,"{'market': 3.1101902653425295, 'tech': 27.44, 'news': 0.0, 'inst': 50.0, 'future': 3.70063421780843}",0,BEAR
6758.T,"{'market': 91.85243618286694, 'tech': 89.13, 'news': 0.0, 'inst': 85.0, 'future': 37.841453942889785}",0,BULL
6758.T,"{'market': 87.03428453269244, 'tech': 45.81, 'news': 0.0, 'inst': 50.0, 'future': 38.44761510897478}",0,BULL
8306.T,"{'market': 0.0, 'tech': 27.73, 'news': 0.0, 'inst': 50.0, 'future': 1.7979583067969203}",0,BEAR
9984.T,"{'market': 97.61154040001037, 'tech': 100.0, 'news': 0.0, 'inst': 100.0, 'future': 40.37180133336788}",0,BULL
7203.T,"{'market': 88.001378137404, 'tech': 46.44, 'news': 0.0, 'inst': 60.0, 'future': 41.67126045801333}",0,BULL
9432.T,"{'market': 97.44553954504909, 'tech': 47.1, 'news': 0.0, 'inst': 50.0, 'future': 46.48513181683031}",0,BULL
9984.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 100.0, 'future': 50.90488216273554}",0,BULL
8306.T,"{'market': 3.419434538714242, 'tech': 28.3, 'news': 0.0, 'inst': 50.0, 'future': 4.731448462380804}",0,BEAR
9432.T,"{'market': 97.48807793464148, 'tech': 95.21, 'news': 0.0, 'inst': 50.0, 'future': 46.62692644880494}",0,BULL
7203.T,"{'market': 100.0, 'tech': 97.97, 'news': 0.0, 'inst': 95.0, 'future': 45.626746460488064}",0,BULL
6758.T,"{'market': 92.52144185292626, 'tech': 46.82, 'news': 0.0, 'inst': 85.0, 'future': 40.07147284308753}",0,BULL
8306.T,"{'market': 16.05133935181236, 'tech': 34.65, 'news': 0.0, 'inst': 50.0, 'future': 26.837797839374524}",0,BEAR
7203.T,"{'market': 96.50505244926333, 'tech': 95.94, 'news': 0.0, 'inst': 70.0, 'future': 43.35017483087775}",0,BULL
9984.T,"{'market': 98.0962335486267, 'tech': 57.48, 'news': 0.0, 'inst': 50.0, 'future': 48.654111828755646}",0,BULL
9432.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 100.0, 'future': 49.70824876578769}",0,BULL
6758.T,"{'market': 96.17046825478785, 'tech': 88.88, 'news': 0.0, 'inst': 70.0, 'future': 42.234894182626164}",0,BULL
9984.T,"{'market': 100.0, 'tech': 58.78, 'news': 0.0, 'inst': 50.0, 'future': 52.44390151500726}",0,BULL
7203.T,"{'market': 88.10864370818972, 'tech': 55.47, 'news': 0.0, 'inst': 50.0, 'future': 42.02881236063237}",0,BULL
6758.T,"{'market': 97.08881596250708, 'tech': 48.44, 'news': 0.0, 'inst': 50.0, 'future': 45.296053208356966}",0,BULL
9432.T,"{'market': 97.54230226760511, 'tech': 55.05, 'news': 0.0, 'inst': 50.0, 'future': 46.80767422535038}",0,BULL
8306.T,"{'market': 16.72823138601944, 'tech': 34.56, 'news': 0.0, 'inst': 50.0, 'future': 29.094104620064808}",0,BEAR
6758.T,"{'market': 100.0, 'tech': 93.58, 'news': 0.0, 'inst': 95.0, 'future': 56.15877828112307}",0,BULL
8306.T,"{'market': 3.549848471727172, 'tech': 28.43, 'news': 0.0, 'inst': 50.0, 'future': 5.166161572423899}",0,BEAR
9984.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 70.0, 'future': 58.6851318066295}",0,BULL
9432.T,"{'market': 100.0, 'tech': 58.8, 'news': 0.0, 'inst': 95.0, 'future': 50.43515063843319}",0,BULL
7203.T,"{'market': 98.02729415620908, 'tech': 97.15, 'news': 0.0, 'inst': 50.0, 'future': 48.42431385403026}",0,BULL
7203.T,"{'market': 98.69025802740423, 'tech': 97.92, 'news': 0.0, 'inst': 70.0, 'future': 50.63419342468074}",0,BULL
6758.T,"{'market': 100.0, 'tech': 50.87, 'news': 0.0, 'inst': 50.0, 'future': 62.142732957266915}",0,BULL
9984.T,"{'market': 100.0, 'tech': 50.65, 'news': 0.0, 'inst': 50.0, 'future': 64.70709723158502}",0,BULL
8306.T,"{'market': 16.077288385641683, 'tech': 34.55, 'news': 0.0, 'inst': 50.0, 'future': 26.924294618805607}",0,BEAR
9432.T,"{'market': 97.91912230812339, 'tech': 56.33, 'news': 0.0, 'inst': 70.0, 'future': 48.063741027077974}",0,BULL
6758.T,"{'market': 100.0, 'tech': 51.62, 'news': 0.0, 'inst': 50.0, 'future': 57.23200690988805}",0,BULL
9432.T,"{'market': 97.39046053948425, 'tech': 46.58, 'news': 0.0, 'inst': 50.0, 'future': 46.301535131614166}",0,BULL
7203.T,"{'market': 98.18320877323252, 'tech': 47.17, 'news': 0.0, 'inst': 50.0, 'future': 48.94402924410843}",0,BULL
8306.T,"{'market': 3.996144534616004, 'tech': 28.33, 'news': 0.0, 'inst': 50.0, 'future': 6.653815115386678}",0,BEAR
9984.T,"{'market': 100.0, 'tech': 50.29, 'news': 0.0, 'inst': 50.0, 'future': 63.71528743543201}",0,BULL
8306.T,"{'market': 4.79259386335468, 'tech': 28.22, 'news': 0.0, 'inst': 50.0, 'future': 9.30864621118226}",0,BEAR
9984.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 50.0, 'future': 71.92833456193893}",0,BULL
7203.T,"{'market': 100.0, 'tech': 98.21, 'news': 0.0, 'inst': 50.0, 'future': 53.729740533871315}",0,BULL
9432.T,"{'market': 97.86284190020444, 'tech': 46.35, 'news': 0.0, 'inst': 60.0, 'future': 47.87613966734816}",0,BULL
6758.T,"{'market': 100.0, 'tech': 93.49, 'news': 0.0, 'inst': 50.0, 'future': 66.68546297549864}",0,BULL
6758.T,"{'market': 100.0, 'tech': 43.17, 'news': 0.0, 'inst': 50.0, 'future': 64.58672489899703}",0,BULL
8306.T,"{'market': 5.859361288092137, 'tech': 27.83, 'news': 0.0, 'inst': 50.0, 'future': 12.864537626973782}",0,BEAR
9984.T,"{'market': 100.0, 'tech': 49.77, 'news': 0.0, 'inst': 50.0, 'future': 65.78975051171223}",0,BULL
9432.T,"{'market': 96.49453511693399, 'tech': 45.87, 'news': 0.0, 'inst': 60.0, 'future': 43.31511705644661}",0,BULL
7203.T,"{'market': 100.0, 'tech': 88.38, 'news': 0.0, 'inst': 50.0, 'future': 53.678219536567866}",0,BULL
7203.T,"{'market': 99.08490215497403, 'tech': 47.17, 'news': 0.0, 'inst': 50.0, 'future': 51.94967384991344}",0,BULL
9432.T,"{'market': 96.89299374900162, 'tech': 45.22, 'news': 0.0, 'inst': 50.0, 'future': 44.64331249667205}",0,BULL
8306.T,"{'market': 5.469234579068056, 'tech': 27.48, 'news': 0.0, 'inst': 50.0, 'future': 11.564115263560184}",0,BEAR
6758.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 85.0, 'future': 71.28534383556983}",0,BULL
9984.T,"{'market': 100.0, 'tech': 48.58, 'news': 0.0, 'inst': 50.0, 'future': 61.423159853444254}",0,BULL
7203.T,"{'market': 100.0, 'tech': 62.57, 'news': 0.0, 'inst': 90.0, 'future': 46.16239902437892}",0,BULL
6758.T,"{'market': 100.0, 'tech': 55.87, 'news': 0.0, 'inst': 85.0, 'future': 63.51054294381161}",0,BULL
8306.T,"{'market': 6.565571176068678, 'tech': 27.55, 'news': 0.0, 'inst': 50.0, 'future': 15.218570586895591}",0,BEAR
9432.T,"{'market': 91.8563156497054, 'tech': 47.4, 'news': 0.0, 'inst': 75.0, 'future': 37.854385499017994}",0,BULL
9984.T,"{'market': 98.7645413683141, 'tech': 63.15, 'news': 0.0, 'inst': 60.0, 'future': 50.881804561047005}",0,BULL
9432.T,"{'market': 87.12174936285214, 'tech': 43.87, 'news': 0.0, 'inst': 60.0, 'future': 38.739164542840484}",0,BULL
7203.T,"{'market': 100.0, 'tech': 48.85, 'news': 0.0, 'inst': 75.0, 'future': 42.85169225618879}",0,BULL
8306.T,"{'market': 25.80513448613034, 'tech': 27.74, 'news': 0.0, 'inst': 50.0, 'future': 12.683781620434461}",0,BEAR
9984.T,"{'market': 97.77869330445233, 'tech': 45.87, 'news': 0.0, 'inst': 50.0, 'future': 47.59564434817442}",0,BULL
6758.T,"{'market': 100.0, 'tech': 42.6, 'news': 0.0, 'inst': 60.0, 'future': 62.42959954525428}",0,BULL
9432.T,"{'market': 47.92044447393212, 'tech': 43.14, 'news': 0.0, 'inst': 50.0, 'future': 33.0681482464404}",0,SIDE
8306.T,"{'market': 5.586217649154614, 'tech': 27.93, 'news': 0.0, 'inst': 50.0, 'future': 11.954058830515383}",0,BEAR
7203.T,"{'market': 48.49585675912255, 'tech': 44.62, 'news': 0.0, 'inst': 60.0, 'future': 34.98618919707518}",0,SIDE
9984.T,"{'market': 87.19080586311104, 'tech': 43.89, 'news': 0.0, 'inst': 50.0, 'future': 38.969352877036776}",0,BULL
6758.T,"{'market': 89.17223187195913, 'tech': 41.23, 'news': 0.0, 'inst': 50.0, 'future': 53.907439573197074}",0,SIDE
9432.T,"{'market': 86.74980948532358, 'tech': 42.76, 'news': 0.0, 'inst': 50.0, 'future': 37.49936495107858}",0,BULL
8306.T,"{'market': 5.294911016586077, 'tech': 28.18, 'news': 0.0, 'inst': 50.0, 'future': 10.983036721953587}",0,BEAR
7203.T,"{'market': 87.56842686978065, 'tech': 43.71, 'news': 0.0, 'inst': 60.0, 'future': 40.2280895659355}",0,BULL
6758.T,"{'market': 90.27194560901438, 'tech': 40.12, 'news': 0.0, 'inst': 50.0, 'future': 57.57315203004794}",0,SIDE
9984.T,"{'market': 75.53344329800882, 'tech': 36.5, 'news': 0.0, 'inst': 50.0, 'future': 20.111477660029415}",0,BULL
8306.T,"{'market': 4.977022039624387, 'tech': 28.3, 'news': 0.0, 'inst': 50.0, 'future': 9.923406798747957}",0,BEAR
9984.T,"{'market': 83.83866973296102, 'tech': 35.48, 'news': 0.0, 'inst': 50.0, 'future': 21.12889910987007}",0,BULL
7203.T,"{'market': 87.92103533785931, 'tech': 42.81, 'news': 0.0, 'inst': 50.0, 'future': 41.4034511261977}",0,BULL
6758.T,"{'market': 90.46969462000038, 'tech': 38.35, 'news': 0.0, 'inst': 50.0, 'future': 58.2323154000013}",0,SIDE
9432.T,"{'market': 75.38694047384732, 'tech': 36.22, 'news': 0.0, 'inst': 50.0, 'future': 19.62313491282439}",0,BULL
6758.T,"{'market': 90.05372049926703, 'tech': 37.03, 'news': 0.0, 'inst': 50.0, 'future': 56.84573499755676}",0,SIDE
8306.T,"{'market': 5.366973363003453, 'tech': 28.05, 'news': 0.0, 'inst': 50.0, 'future': 11.223244543344839}",0,BEAR
9984.T,"{'market': 54.88179806771903, 'tech': 37.93, 'news': 0.0, 'inst': 50.0, 'future': 17.939326892396778}",0,BULL
7203.T,"{'market': 75.68471568379582, 'tech': 36.26, 'news': 0.0, 'inst': 50.0, 'future': 20.615718945986053}",0,BULL
9432.T,"{'market': 36.690668664831335, 'tech': 35.94, 'news': 0.0, 'inst': 50.0, 'future': 15.635562216104447}",0,SIDE
8306.T,"{'market': 14.023866851448608, 'tech': 43.49, 'news': 0.0, 'inst': 90.0, 'future': 6.74622283816203}",0,BEAR
6758.T,"{'market': 89.82078332344834, 'tech': 35.92, 'news': 0.0, 'inst': 50.0, 'future': 56.069277744827794}",0,SIDE
9432.T,"{'market': 54.77666324629649, 'tech': 35.55, 'news': 0.0, 'inst': 50.0, 'future': 17.588877487654976}",0,BULL
7203.T,"{'market': 55.77751232267432, 'tech': 35.72, 'news': 0.0, 'inst': 50.0, 'future': 20.92504107558106}",0,BULL
9984.T,"{'market': 55.36090272952855, 'tech': 34.34, 'news': 0.0, 'inst': 50.0, 'future': 19.53634243176183}",0,BULL
9984.T,"{'market': 35.76125529415988, 'tech': 33.8, 'news': 0.0, 'inst': 50.0, 'future': 12.5375176471996}",0,SIDE
8306.T,"{'market': 0.0, 'tech': 27.0, 'news': 0.0, 'inst': 50.0, 'future': 2.2538520999915415}",0,BEAR
7203.T,"{'market': 35.65975564637364, 'tech': 35.41, 'news': 0.0, 'inst': 50.0, 'future': 12.199185487912121}",0,SIDE
6758.T,"{'market': 78.53473717233318, 'tech': 35.15, 'news': 0.0, 'inst': 50.0, 'future': 41.782457241110606}",0,SIDE
9432.T,"{'market': 35.310802518315434, 'tech': 35.43, 'news': 0.0, 'inst': 50.0, 'future': 11.036008394384782}",0,SIDE
7203.T,"{'market': 35.9204293866644, 'tech': 37.9, 'news': 0.0, 'inst': 60.0, 'future': 13.068097955548009}",0,SIDE
9984.T,"{'market': 36.074994536167374, 'tech': 33.51, 'news': 0.0, 'inst': 50.0, 'future': 13.583315120557911}",0,SIDE
8306.T,"{'market': 2.9573813744761104, 'tech': 26.58, 'news': 0.0, 'inst': 50.0, 'future': 3.1912712482536985}",0,BEAR
6758.T,"{'market': 67.08690713056995, 'tech': 31.45, 'news': 0.0, 'inst': 50.0, 'future': 23.623023768566526}",0,SIDE
9432.T,"{'market': 36.479152747433844, 'tech': 35.36, 'news': 0.0, 'inst': 50.0, 'future': 14.930509158112802}",0,SIDE
8306.T,"{'market': 3.7621617308066853, 'tech': 26.36, 'news': 0.0, 'inst': 60.0, 'future': 5.873872436022279}",0,BEAR
6758.T,"{'market': 37.75197857205439, 'tech': 27.5, 'news': 0.0, 'inst': 50.0, 'future': 19.173261906847976}",0,SIDE
7203.T,"{'market': 35.2693600168749, 'tech': 34.18, 'news': 0.0, 'inst': 50.0, 'future': 10.897866722916326}",0,SIDE
9432.T,"{'market': 35.84472148818119, 'tech': 38.01, 'news': 0.0, 'inst': 60.0, 'future': 12.8157382939373}",0,SIDE
9984.T,"{'market': 34.43507012076513, 'tech': 36.06, 'news': 0.0, 'inst': 50.0, 'future': 8.116900402550442}",0,SIDE
9432.T,"{'market': 35.193649177135626, 'tech': 34.95, 'news': 0.0, 'inst': 50.0, 'future': 10.64549725711875}",0,SIDE
9984.T,"{'market': 32.66507874203621, 'tech': 33.13, 'news': 0.0, 'inst': 50.0, 'future': 2.2169291401206985}",0,SIDE
6758.T,"{'market': 36.30105994025852, 'tech': 26.67, 'news': 0.0, 'inst': 50.0, 'future': 14.3368664675284}",0,SIDE
7203.T,"{'market': 33.390761582591566, 'tech': 33.55, 'news': 0.0, 'inst': 50.0, 'future': 4.635871941971877}",0,SIDE
