code,factors,profit,regime
8306.T,"{'market': 40.266718622132615, 'tech': 48.73, 'news': 0.0, 'inst': 70.0, 'future': 40.88906207377538}",0,BEAR
7203.T,"{'market': 68.97807295099093, 'tech': 46.26, 'news': 0.0, 'inst': 50.0, 'future': 36.59357650330312}",0,SIDE
7203.T,"{'market': 69.17003945383503, 'tech': 43.24, 'news': 0.0, 'inst': 50.0, 'future': 37.233464846116775}",0,SIDE
6758.T,"{'market': 88.31371720178483, 'tech': 45.3, 'news': 0.0, 'inst': 50.0, 'future': 42.7123906726161}",0,BULL
9984.T,"{'market': 97.26935414163533, 'tech': 59.31, 'news': 0.0, 'inst': 60.0, 'future': 45.89784713878445}",0,BULL
9432.T,"{'market': 69.05877164830723, 'tech': 42.99, 'news': 0.0, 'inst': 50.0, 'future': 36.862572161024076}",0,SIDE
8306.T,"{'market': 48.32816665792329, 'tech': 93.37, 'news': 0.0, 'inst': 70.0, 'future': 41.093888859744304}",0,BEAR
7203.T,"{'market': 69.31738030337748, 'tech': 84.32, 'news': 0.0, 'inst': 50.0, 'future': 37.724601011258265}",0,SIDE
6758.T,"{'market': 96.92934827789487, 'tech': 45.24, 'news': 0.0, 'inst': 50.0, 'future': 44.76449425964959}",0,BULL
9984.T,"{'market': 96.63945385215874, 'tech': 100.0, 'news': 0.0, 'inst': 70.0, 'future': 43.79817950719577}",0,BULL
8306.T,"{'market': 49.94526188051875, 'tech': 94.4, 'news': 0.0, 'inst': 70.0, 'future': 46.48420626839582}",0,BEAR
9432.T,"{'market': 48.968313350256395, 'tech': 45.77, 'news': 0.0, 'inst': 50.0, 'future': 36.56104450085465}",0,SIDE
8306.T,"{'market': 65.38688238312633, 'tech': 95.27, 'news': 0.0, 'inst': 95.0, 'future': 57.95627461042115}",0,BEAR
6758.T,"{'market': 98.22317998370345, 'tech': 89.34, 'news': 0.0, 'inst': 50.0, 'future': 49.0772666123448}",0,BULL
9432.T,"{'market': 92.46383451920065, 'tech': 58.7, 'news': 0.0, 'inst': 75.0, 'future': 39.87944839733551}",0,BULL
9984.T,"{'market': 100.0, 'tech': 100.0, 'news': 0.0, 'inst': 85.0, 'future': 44.75686159183373}",0,BULL
7203.T,"{'market': 69.34727924902174, 'tech': 84.41, 'news': 0.0, 'inst': 50.0, 'future': 37.824264163405786}",0,SIDE
9432.T,"{'market': 37.01309292486102, 'tech': 36.27, 'news': 0.0, 'inst': 50.0, 'future': 16.710309749536727}",0,SIDE
9984.T,"{'market': 91.93940958007609, 'tech': 57.15, 'news': 0.0, 'inst': 85.0, 'future': 38.131365266920305}",0,BULL
7203.T,"{'market': 58.341278962885575, 'tech': 59.22, 'news': 0.0, 'inst': 90.0, 'future': 34.47092987628525}",0,SIDE
8306.T,"{'market': 61.434480726604754, 'tech': 51.71, 'news': 0.0, 'inst': 50.0, 'future': 61.44826908868251}",0,BEAR
6758.T,"{'market': 100.0, 'tech': 60.83, 'news': 0.0, 'inst': 75.0, 'future': 43.87762027107777}",0,BULL
7203.T,"{'market': 52.56794042911184, 'tech': 45.8, 'news': 0.0, 'inst': 75.0, 'future': 31.893134763706154}",0,SIDE
9984.T,"{'market': 55.752253679584356, 'tech': 46.97, 'news': 0.0, 'inst': 90.0, 'future': 25.84084559861453}",0,SIDE
6758.T,"{'market': 88.03255563285194, 'tech': 44.25, 'news': 0.0, 'inst': 50.0, 'future': 41.77518544283981}",0,BULL
8306.T,"{'market': 67.90969664229549, 'tech': 51.87, 'news': 0.0, 'inst': 85.0, 'future': 66.36565547431829}",0,BEAR
9432.T,"{'market': 35.81959710718172, 'tech': 35.9, 'news': 0.0, 'inst': 50.0, 'future': 12.731990357272418}",0,SIDE
8306.T,"{'market': 62.89448349246139, 'tech': 51.99, 'news': 0.0, 'inst': 50.0, 'future': 66.31494497487131}",0,BEAR
6758.T,"{'market': 53.100752000479055, 'tech': 46.33, 'news': 0.0, 'inst': 75.0, 'future': 33.66917333493018}",0,SIDE
9432.T,"{'market': 34.61111799485666, 'tech': 35.35, 'news': 0.0, 'inst': 60.0, 'future': 8.703726649522206}",0,SIDE
9984.T,"{'market': 45.885362256211245, 'tech': 43.46, 'news': 0.0, 'inst': 50.0, 'future': 26.28454085403748}",0,SIDE
7203.T,"{'market': 40.12893618550385, 'tech': 36.24, 'news': 0.0, 'inst': 75.0, 'future': 10.429787285012834}",0,SIDE
9984.T,"{'market': 22.00811265182908, 'tech': 36.06, 'news': 0.0, 'inst': 50.0, 'future': 0.027042172763590777}",0,SIDE
8306.T,"{'market': 60.40684593535068, 'tech': 41.83, 'news': 0.0, 'inst': 50.0, 'future': 58.022819784502275}",0,BEAR
9432.T,"{'market': 34.82352704124069, 'tech': 34.84, 'news': 0.0, 'inst': 50.0, 'future': 9.41175680413562}",0,SIDE
7203.T,"{'market': 39.59197908214686, 'tech': 35.36, 'news': 0.0, 'inst': 75.0, 'future': 8.639930273822847}",0,SIDE
6758.T,"{'market': 40.4460485142518, 'tech': 36.17, 'news': 0.0, 'inst': 75.0, 'future': 11.486828380839341}",0,SIDE
7203.T,"{'market': 39.99981533291276, 'tech': 34.63, 'news': 0.0, 'inst': 75.0, 'future': 9.999384443042542}",0,SIDE
6758.T,"{'market': 35.85458902806998, 'tech': 35.07, 'news': 0.0, 'inst': 60.0, 'future': 12.848630093566591}",0,SIDE
8306.T,"{'market': 50.4143568190836, 'tech': 40.47, 'news': 0.0, 'inst': 60.0, 'future': 48.047856063611995}",0,BEAR
9432.T,"{'market': 34.4741551525643, 'tech': 34.05, 'news': 0.0, 'inst': 50.0, 'future': 8.247183841881002}",0,SIDE
9984.T,"{'market': 33.80124246518725, 'tech': 34.65, 'news': 0.0, 'inst': 50.0, 'future': 6.004141550624162}",0,SIDE
8306.T,"{'market': 49.65878007629993, 'tech': 39.0, 'news': 0.0, 'inst': 60.0, 'future': 45.52926692099976}",0,BEAR
6758.T,"{'market': 35.50974009679561, 'tech': 34.5, 'news': 0.0, 'inst': 50.0, 'future': 11.699133655985374}",0,SIDE
9432.T,"{'market': 33.178947254140404, 'tech': 33.67, 'news': 0.0, 'inst': 50.0, 'future': 3.929824180468003}",0,SIDE
9984.T,"{'market': 33.64671004907123, 'tech': 33.73, 'news': 0.0, 'inst': 50.0, 'future': 5.4890334969040975}",0,SIDE
7203.T,"{'market': 34.985527294400164, 'tech': 34.34, 'news': 0.0, 'inst': 60.0, 'future': 9.951757648000537}",0,SIDE
9432.T,"{'market': 33.15565850552068, 'tech': 33.56, 'news': 0.0, 'inst': 50.0, 'future': 3.8521950184022624}",0,SIDE
7203.T,"{'market': 35.31411479108257, 'tech': 34.36, 'news': 0.0, 'inst': 50.0, 'future': 11.04704930360855}",0,SIDE
6758.T,"{'market': 36.35267133560031, 'tech': 34.15, 'news': 0.0, 'inst': 50.0, 'future': 14.508904452001033}",0,SIDE
8306.T,"{'market': 19.66469115123574, 'tech': 36.99, 'news': 0.0, 'inst': 50.0, 'future': 38.88230383745246}",0,BEAR
9984.T,"{'market': 35.02118513773807, 'tech': 33.86, 'news': 0.0, 'inst': 50.0, 'future': 10.070617125793559}",0,SIDE
9984.T,"{'market': 61.40893831381659, 'tech': 47.43, 'news': 0.0, 'inst': 95.0, 'future': 14.696461046055301}",0,SIDE
6758.T,"{'market': 56.40879137758955, 'tech': 47.56, 'news': 0.0, 'inst': 70.0, 'future': 14.695971258631852}",0,SIDE
7203.T,"{'market': 35.0608061987172, 'tech': 44.59, 'news': 0.0, 'inst': 70.0, 'future': 10.202687329057348}",0,SIDE
9432.T,"{'market': 32.89891997675585, 'tech': 33.84, 'news': 0.0, 'inst': 50.0, 'future': 2.9963999225195104}",0,SIDE
8306.T,"{'market': 38.56681652559175, 'tech': 35.05, 'news': 0.0, 'inst': 50.0, 'future': 41.88938841863914}",0,SIDE
7203.T,"{'market': 34.89233072843635, 'tech': 35.18, 'news': 0.0, 'inst': 50.0, 'future': 9.641102428121155}",0,SIDE
6758.T,"{'market': 56.77278495091527, 'tech': 45.41, 'news': 0.0, 'inst': 50.0, 'future': 15.909283169717575}",0,SIDE
9432.T,"{'market': 32.91252676796539, 'tech': 34.31, 'news': 0.0, 'inst': 50.0, 'future': 3.0417558932179634}",0,SIDE
8306.T,"{'market': 46.75599350863307, 'tech': 27.05, 'news': 0.0, 'inst': 50.0, 'future': 22.519978362110223}",0,SIDE
9984.T,"{'market': 56.24676280318097, 'tech': 45.58, 'news': 0.0, 'inst': 50.0, 'future': 14.155876010603246}",0,SIDE
8306.T,"{'market': 47.21625292842587, 'tech': 26.08, 'news': 0.0, 'inst': 50.0, 'future': 24.054176428086222}",0,SIDE
9432.T,"{'market': 33.362736505299395, 'tech': 34.63, 'news': 0.0, 'inst': 50.0, 'future': 4.542455017664633}",0,SIDE
9984.T,"{'market': 56.24299967683463, 'tech': 49.26, 'news': 0.0, 'inst': 70.0, 'future': 14.143332256115425}",0,SIDE
7203.T,"{'market': 34.527123772105156, 'tech': 35.38, 'news': 0.0, 'inst': 50.0, 'future': 8.423745907017201}",0,SIDE
6758.T,"{'market': 54.97629414766688, 'tech': 35.72, 'news': 0.0, 'inst': 50.0, 'future': 9.920980492222922}",0,SIDE
8306.T,"{'market': 36.64736325900904, 'tech': 25.54, 'news': 0.0, 'inst': 50.0, 'future': 15.491210863363463}",0,SIDE
7203.T,"{'market': 33.46090724415913, 'tech': 38.32, 'news': 0.0, 'inst': 50.0, 'future': 4.869690813863761}",0,SIDE
6758.T,"{'market': 33.951639803649236, 'tech': 35.93, 'news': 0.0, 'inst': 50.0, 'future': 6.505466012164111}",0,SIDE
9984.T,"{'market': 45.411002524218524, 'tech': 42.56, 'news': 0.0, 'inst': 50.0, 'future': 24.703341747395083}",0,SIDE
7203.T,"{'market': 33.916552495513784, 'tech': 35.26, 'news': 0.0, 'inst': 50.0, 'future': 6.3885083183792695}",0,SIDE
6758.T,"{'market': 34.1007896458182, 'tech': 35.98, 'news': 0.0, 'inst': 50.0, 'future': 7.002632152727351}",0,SIDE
9432.T,"{'market': 33.327914165504495, 'tech': 34.77, 'news': 0.0, 'inst': 50.0, 'future': 4.42638055168165}",0,SIDE
9984.T,"{'market': 67.18525849248623, 'tech': 42.91, 'news': 0.0, 'inst': 50.0, 'future': 30.61752830828741}",0,SIDE
8306.T,"{'market': 56.663378881302556, 'tech': 25.82, 'news': 0.0, 'inst': 50.0, 'future': 15.544596271008515}",0,SIDE
9984.T,"{'market': 67.53081666634601, 'tech': 45.98, 'news': 0.0, 'inst': 60.0, 'future': 31.76938888782004}",0,SIDE
6758.T,"{'market': 34.25011336460916, 'tech': 35.82, 'news': 0.0, 'inst': 50.0, 'future': 7.500377882030544}",0,SIDE
8306.T,"{'market': 57.63386626191331, 'tech': 36.16, 'news': 0.0, 'inst': 50.0, 'future': 18.779554206377693}",0,SIDE
9432.T,"{'market': 33.58860121162572, 'tech': 34.77, 'news': 0.0, 'inst': 50.0, 'future': 5.295337372085746}",0,SIDE
7203.T,"{'market': 33.86994097036677, 'tech': 35.12, 'news': 0.0, 'inst': 50.0, 'future': 6.2331365678892166}",0,SIDE
7203.T,"{'market': 33.9809254537303, 'tech': 35.0, 'news': 0.0, 'inst': 50.0, 'future': 6.603084845767672}",0,SIDE
9984.T,"{'market': 69.13344986563955, 'tech': 53.4, 'news': 0.0, 'inst': 50.0, 'future': 37.111499552131825}",0,SIDE
9432.T,"{'market': 33.81775613179989, 'tech': 34.9, 'news': 0.0, 'inst': 50.0, 'future': 6.059187105999635}",0,SIDE
6758.T,"{'market': 55.038135517158345, 'tech': 35.72, 'news': 0.0, 'inst': 50.0, 'future': 10.12711839052781}",0,SIDE
8306.T,"{'market': 35.3794808389925, 'tech': 26.46, 'news': 0.0, 'inst': 50.0, 'future': 11.264936129975002}",0,SIDE
9432.T,"{'market': 13.465258215641766, 'tech': 34.98, 'news': 0.0, 'inst': 50.0, 'future': 4.8841940521392235}",0,SIDE
8306.T,"{'market': 34.1519733504481, 'tech': 26.46, 'news': 0.0, 'inst': 50.0, 'future': 7.173244501493665}",0,SIDE
6758.T,"{'market': 34.332553432602836, 'tech': 35.75, 'news': 0.0, 'inst': 50.0, 'future': 7.7751781086761245}",0,SIDE
9984.T,"{'market': 69.14330862145829, 'tech': 53.75, 'news': 0.0, 'inst': 50.0, 'future': 37.14436207152761}",0,SIDE
7203.T,"{'market': 14.232424866064607, 'tech': 35.08, 'news': 0.0, 'inst': 50.0, 'future': 7.441416220215351}",0,SIDE
7203.T,"{'market': 14.308222466155899, 'tech': 35.53, 'news': 0.0, 'inst': 50.0, 'future': 7.694074887186323}",0,SIDE
6758.T,"{'market': 54.666051998938336, 'tech': 36.34, 'news': 0.0, 'inst': 50.0, 'future': 8.886839996461118}",0,SIDE
9432.T,"{'market': 13.903037349637621, 'tech': 38.48, 'news': 0.0, 'inst': 50.0, 'future': 6.343457832125402}",0,SIDE
9984.T,"{'market': 70.01645773332133, 'tech': 54.76, 'news': 0.0, 'inst': 50.0, 'future': 40.05485911107112}",0,SIDE
8306.T,"{'market': 22.0, 'tech': 26.25, 'news': 0.0, 'inst': 50.0, 'future': 0.0}",0,SIDE
9984.T,"{'market': 86.1967279372844, 'tech': 45.25, 'news': 0.0, 'inst': 50.0, 'future': 35.655759790947975}",0,BULL
7203.T,"{'market': 14.419261691950512, 'tech': 35.87, 'news': 0.0, 'inst': 50.0, 'future': 8.064205639835034}",0,SIDE
9432.T,"{'market': 14.31309692474806, 'tech': 35.93, 'news': 0.0, 'inst': 50.0, 'future': 7.71032308249353}",0,SIDE
6758.T,"{'market': 66.94599131301652, 'tech': 42.84, 'news': 0.0, 'inst': 50.0, 'future': 29.819971043388392}",0,SIDE
8306.T,"{'market': 22.0, 'tech': 28.71, 'news': 0.0, 'inst': 50.0, 'future': 0.0}",0,SIDE
8306.T,"{'market': 22.0, 'tech': 41.24, 'news': 0.0, 'inst': 50.0, 'future': 0.0}",0,SIDE
9984.T,"{'market': 67.57835658334854, 'tech': 45.53, 'news': 0.0, 'inst': 50.0, 'future': 31.927855277828474}",0,SIDE
6758.T,"{'market': 66.90164786366154, 'tech': 43.31, 'news': 0.0, 'inst': 50.0, 'future': 29.672159545538435}",0,SIDE
9432.T,"{'market': 14.765249248409246, 'tech': 36.32, 'news': 0.0, 'inst': 50.0, 'future': 9.217497494697485}",0,SIDE
7203.T,"{'market': 14.140668465419107, 'tech': 36.27, 'news': 0.0, 'inst': 50.0, 'future': 7.135561551397023}",0,SIDE
6758.T,"{'market': 66.1434511497768, 'tech': 43.49, 'news': 0.0, 'inst': 50.0, 'future': 27.144837165922652}",0,SIDE
9984.T,"{'market': 66.28277814204144, 'tech': 45.49, 'news': 0.0, 'inst': 50.0, 'future': 27.60926047347144}",0,SIDE
7203.T,"{'market': 25.90355456541846, 'tech': 42.6, 'news': 0.0, 'inst': 50.0, 'future': 26.345181884728206}",0,SIDE
9432.T,"{'market': 46.024071338577514, 'tech': 42.58, 'news': 0.0, 'inst': 50.0, 'future': 26.746904461925055}",0,SIDE
6758.T,"{'market': 47.1390788989565, 'tech': 43.68, 'news': 0.0, 'inst': 50.0, 'future': 30.463596329855}",0,SIDE
7203.T,"{'market': 26.606329254954428, 'tech': 45.74, 'news': 0.0, 'inst': 50.0, 'future': 28.68776418318142}",0,SIDE
9432.T,"{'market': 16.916790322309726, 'tech': 42.9, 'news': 0.0, 'inst': 50.0, 'future': 29.72263440769909}",0,BEAR
9984.T,"{'market': 67.5172412478473, 'tech': 45.44, 'news': 0.0, 'inst': 50.0, 'future': 31.724137492824312}",0,SIDE
6758.T,"{'market': 46.74115647885927, 'tech': 59.44, 'news': 0.0, 'inst': 50.0, 'future': 29.137188262864225}",0,SIDE
9432.T,"{'market': 37.51336128189723, 'tech': 43.18, 'news': 0.0, 'inst': 50.0, 'future': 31.711204272990784}",0,BEAR
9984.T,"{'market': 87.49546611526769, 'tech': 45.1, 'news': 0.0, 'inst': 50.0, 'future': 39.9848870508923}",0,BULL
7203.T,"{'market': 17.260305756504092, 'tech': 42.7, 'news': 0.0, 'inst': 50.0, 'future': 30.867685855013637}",0,BEAR
9984.T,"{'market': 96.07971547856795, 'tech': 44.64, 'news': 0.0, 'inst': 50.0, 'future': 41.93238492855982}",0,BULL
7203.T,"{'market': 5.572748897447218, 'tech': 36.5, 'news': 0.0, 'inst': 50.0, 'future': 11.909162991490724}",0,BEAR
6758.T,"{'market': 48.491550942877176, 'tech': 43.14, 'news': 0.0, 'inst': 50.0, 'future': 34.971836476257245}",0,SIDE
9432.T,"{'market': 39.17238928119512, 'tech': 46.44, 'news': 0.0, 'inst': 60.0, 'future': 37.24129760398375}",0,BEAR
6758.T,"{'market': 36.832043211624864, 'tech': 36.48, 'news': 0.0, 'inst': 50.0, 'future': 16.10681070541621}",0,SIDE
9432.T,"{'market': 39.409171769921144, 'tech': 43.52, 'news': 0.0, 'inst': 50.0, 'future': 38.03057256640382}",0,BEAR
9984.T,"{'market': 97.63352918725872, 'tech': 44.0, 'news': 0.0, 'inst': 50.0, 'future': 47.11176395752906}",0,BULL
7203.T,"{'market': 6.085409509599161, 'tech': 39.15, 'news': 0.0, 'inst': 50.0, 'future': 13.618031698663872}",0,BEAR
9984.T,"{'market': 96.04327807894745, 'tech': 43.33, 'news': 0.0, 'inst': 50.0, 'future': 41.81092692982482}",0,BULL
7203.T,"{'market': 5.096185657428917, 'tech': 38.73, 'news': 0.0, 'inst': 60.0, 'future': 10.320618858096388}",0,BEAR
9432.T,"{'market': 39.25692501854937, 'tech': 43.57, 'news': 0.0, 'inst': 50.0, 'future': 37.52308339516455}",0,BEAR
6758.T,"{'market': 36.35235528877668, 'tech': 35.98, 'news': 0.0, 'inst': 50.0, 'future': 14.50785096258894}",0,SIDE
6758.T,"{'market': 75.03815281553116, 'tech': 38.99, 'news': 0.0, 'inst': 60.0, 'future': 18.46050938510385}",0,BULL
8306.T,"{'market': 32.73988981406677, 'tech': 26.27, 'news': 0.0, 'inst': 50.0, 'future': 2.4662993802225675}",0,SIDE
9984.T,"{'market': 96.76185999121682, 'tech': 43.03, 'news': 0.0, 'inst': 50.0, 'future': 44.206199970722736}",0,BULL
9432.T,"{'market': 39.83689757284086, 'tech': 43.84, 'news': 0.0, 'inst': 50.0, 'future': 39.45632524280286}",0,BEAR
7203.T,"{'market': 5.561052572437779, 'tech': 35.66, 'news': 0.0, 'inst': 60.0, 'future': 11.870175241459267}",0,BEAR
6758.T,"{'market': 56.79731878503183, 'tech': 36.17, 'news': 0.0, 'inst': 50.0, 'future': 15.991062616772751}",0,SIDE
7203.T,"{'market': 4.7881248693860385, 'tech': 35.5, 'news': 0.0, 'inst': 60.0, 'future': 9.293749564620128}",0,BEAR
9984.T,"{'market': 87.11828720816078, 'tech': 42.64, 'news': 0.0, 'inst': 50.0, 'future': 38.72762402720261}",0,BULL
8306.T,"{'market': 12.164072125258336, 'tech': 25.69, 'news': 0.0, 'inst': 60.0, 'future': 0.5469070841944488}",0,BEAR
9432.T,"{'market': 39.16942022135952, 'tech': 43.93, 'news': 0.0, 'inst': 50.0, 'future': 37.23140073786508}",0,BEAR
7203.T,"{'market': 4.577466021700957, 'tech': 35.42, 'news': 0.0, 'inst': 50.0, 'future': 8.59155340566986}",0,BEAR
9984.T,"{'market': 35.27949145696097, 'tech': 39.1, 'news': 0.0, 'inst': 50.0, 'future': 10.931638189869894}",0,SIDE
6758.T,"{'market': 56.07343159811013, 'tech': 46.42, 'news': 0.0, 'inst': 50.0, 'future': 13.578105327033791}",0,SIDE
9432.T,"{'market': 38.92543278598, 'tech': 43.8, 'news': 0.0, 'inst': 50.0, 'future': 36.41810928659999}",0,BEAR
9984.T,"{'market': 34.61292589196806, 'tech': 38.68, 'news': 0.0, 'inst': 50.0, 'future': 8.709752973226854}",0,SIDE
9432.T,"{'market': 38.92524853034938, 'tech': 43.79, 'news': 0.0, 'inst': 50.0, 'future': 36.41749510116458}",0,BEAR
7203.T,"{'market': 5.010591940202975, 'tech': 35.65, 'news': 0.0, 'inst': 50.0, 'future': 10.035306467343245}",0,BEAR
6758.T,"{'market': 73.81010577560944, 'tech': 97.25, 'news': 0.0, 'inst': 85.0, 'future': 36.03368591869815}",0,SIDE
8306.T,"{'market': 7.631600175686513, 'tech': 27.59, 'news': 0.0, 'inst': 75.0, 'future': 2.1053339189550364}",0,BEAR
9984.T,"{'market': 34.81583082281928, 'tech': 38.29, 'news': 0.0, 'inst': 50.0, 'future': 9.386102742730923}",0,SIDE
7203.T,"{'market': 5.110677823681252, 'tech': 35.83, 'news': 0.0, 'inst': 50.0, 'future': 10.368926078937507}",0,BEAR
6758.T,"{'market': 91.82609666632581, 'tech': 46.85, 'news': 0.0, 'inst': 75.0, 'future': 37.75365555441937}",0,BULL
9432.T,"{'market': 38.405835126892335, 'tech': 43.55, 'news': 0.0, 'inst': 50.0, 'future': 34.686117089641115}",0,BEAR
6758.T,"{'market': 88.24872281758883, 'tech': 44.15, 'news': 0.0, 'inst': 50.0, 'future': 42.495742725296076}",0,BULL
8306.T,"{'market': 30.019388476943284, 'tech': 38.27, 'news': 0.0, 'inst': 95.0, 'future': 10.064628256477603}",0,BEAR
7203.T,"{'market': 6.041197492657469, 'tech': 35.82, 'news': 0.0, 'inst': 50.0, 'future': 13.470658308858228}",0,BEAR
9984.T,"{'market': 35.83265345520666, 'tech': 34.6, 'news': 0.0, 'inst': 50.0, 'future': 12.775511517355536}",0,SIDE
9432.T,"{'market': 39.91048782314989, 'tech': 46.29, 'news': 0.0, 'inst': 50.0, 'future': 39.7016260771663}",0,BEAR
6758.T,"{'market': 87.38437587926401, 'tech': 44.2, 'news': 0.0, 'inst': 60.0, 'future': 39.614586264213365}",0,BULL
9432.T,"{'market': 39.553240362859654, 'tech': 42.98, 'news': 0.0, 'inst': 50.0, 'future': 38.51080120953217}",0,BEAR
8306.T,"{'market': 2.350139998271924, 'tech': 36.1, 'news': 0.0, 'inst': 50.0, 'future': 1.1671333275730778}",0,BEAR
7203.T,"{'market': 5.242632728548166, 'tech': 38.76, 'news': 0.0, 'inst': 60.0, 'future': 10.808775761827224}",0,BEAR
9984.T,"{'market': 34.234360167272946, 'tech': 36.8, 'news': 0.0, 'inst': 50.0, 'future': 7.44786722424316}",0,SIDE
6758.T,"{'market': 98.00353823231434, 'tech': 100.0, 'news': 0.0, 'inst': 100.0, 'future': 41.678460774381136}",0,BULL
9984.T,"{'market': 33.01328173417863, 'tech': 33.26, 'news': 0.0, 'inst': 50.0, 'future': 3.3776057805954536}",0,SIDE
8306.T,"{'market': 23.19221909438526, 'tech': 37.9, 'news': 0.0, 'inst': 50.0, 'future': 3.974063647950861}",0,BEAR
9432.T,"{'market': 39.14001825840466, 'tech': 45.73, 'news': 0.0, 'inst': 50.0, 'future': 37.13339419468219}",0,BEAR
7203.T,"{'market': 14.518641970346364, 'tech': 51.58, 'news': 0.0, 'inst': 100.0, 'future': 8.39547323448788}",0,BEAR
6758.T,"{'market': 87.40366963458915, 'tech': 44.41, 'news': 0.0, 'inst': 60.0, 'future': 39.678898781963845}",0,BULL
7203.T,"{'market': 9.56162434947942, 'tech': 35.26, 'news': 0.0, 'inst': 75.0, 'future': 8.538747831598068}",0,BEAR
9432.T,"{'market': 39.11733194267507, 'tech': 42.61, 'news': 0.0, 'inst': 50.0, 'future': 37.057773142250234}",0,BEAR
8306.T,"{'market': 35.53548121419159, 'tech': 45.4, 'news': 0.0, 'inst': 50.0, 'future': 25.11827071397198}",0,BEAR
7203.T,"{'market': 4.4261113527348055, 'tech': 35.06, 'news': 0.0, 'inst': 60.0, 'future': 8.087037842449352}",0,BEAR
6758.T,"{'market': 87.6931927100882, 'tech': 44.45, 'news': 0.0, 'inst': 50.0, 'future': 40.643975700294014}",0,BULL
8306.T,"{'market': 36.57940093969096, 'tech': 36.22, 'news': 0.0, 'inst': 50.0, 'future': 28.598003132303216}",0,BEAR
9432.T,"{'market': 39.288142678162764, 'tech': 42.68, 'news': 0.0, 'inst': 50.0, 'future': 37.62714226054255}",0,BEAR
6758.T,"{'market': 87.33079969580967, 'tech': 44.48, 'news': 0.0, 'inst': 50.0, 'future': 39.43599898603224}",0,BULL
9432.T,"{'market': 38.982673077360154, 'tech': 42.58, 'news': 0.0, 'inst': 50.0, 'future': 36.60891025786718}",0,BEAR
8306.T,"{'market': 16.97276776630136, 'tech': 35.9, 'news': 0.0, 'inst': 50.0, 'future': 29.909225887671198}",0,BEAR
7203.T,"{'market': 4.514738017704049, 'tech': 34.99, 'news': 0.0, 'inst': 50.0, 'future': 8.382460059013493}",0,BEAR
8306.T,"{'market': 38.36082118260339, 'tech': 36.29, 'news': 0.0, 'inst': 50.0, 'future': 34.53607060867796}",0,BEAR
6758.T,"{'market': 68.8204291430623, 'tech': 44.49, 'news': 0.0, 'inst': 50.0, 'future': 36.06809714354098}",0,SIDE
9432.T,"{'market': 6.166525484273116, 'tech': 36.42, 'news': 0.0, 'inst': 50.0, 'future': 13.88841828091039}",0,BEAR
7203.T,"{'market': 4.222896257923159, 'tech': 35.02, 'news': 0.0, 'inst': 50.0, 'future': 7.409654193077197}",0,BEAR
8306.T,"{'market': 37.05175001951294, 'tech': 36.13, 'news': 0.0, 'inst': 50.0, 'future': 30.172500065043128}",0,BEAR
9432.T,"{'market': 6.13646362738046, 'tech': 36.35, 'news': 0.0, 'inst': 50.0, 'future': 13.7882120912682}",0,BEAR
6758.T,"{'market': 68.9125041882599, 'tech': 44.31, 'news': 0.0, 'inst': 50.0, 'future': 36.37501396086632}",0,SIDE
7203.T,"{'market': 4.63023639118016, 'tech': 35.46, 'news': 0.0, 'inst': 50.0, 'future': 8.7674546372672}",0,BEAR
7203.T,"{'market': 4.817406559296041, 'tech': 35.83, 'news': 0.0, 'inst': 50.0, 'future': 9.391355197653466}",0,BEAR
9432.T,"{'market': 5.6887234259432, 'tech': 39.08, 'news': 0.0, 'inst': 50.0, 'future': 12.295744753144}",0,BEAR
6758.T,"{'market': 69.24481327965673, 'tech': 47.11, 'news': 0.0, 'inst': 50.0, 'future': 37.48271093218909}",0,SIDE
8306.T,"{'market': 14.963738284263819, 'tech': 35.71, 'news': 0.0, 'inst': 50.0, 'future': 23.212460947546063}",0,BEAR
9432.T,"{'market': 6.32400060043593, 'tech': 35.91, 'news': 0.0, 'inst': 50.0, 'future': 14.41333533478643}",0,BEAR
8306.T,"{'market': 15.286892418487362, 'tech': 35.24, 'news': 0.0, 'inst': 50.0, 'future': 24.289641394957872}",0,BEAR
6758.T,"{'market': 87.418678491601, 'tech': 43.92, 'news': 0.0, 'inst': 50.0, 'future': 39.72892830533666}",0,BULL
7203.T,"{'market': 5.074295759965862, 'tech': 36.11, 'news': 0.0, 'inst': 50.0, 'future': 10.247652533219535}",0,BEAR
8306.T,"{'market': 14.723713848540132, 'tech': 34.87, 'news': 0.0, 'inst': 50.0, 'future': 22.412379495133774}",0,BEAR
6758.T,"{'market': 87.5187692791713, 'tech': 43.54, 'news': 0.0, 'inst': 50.0, 'future': 40.062564263904314}",0,BULL
9432.T,"{'market': 5.468958765926953, 'tech': 35.67, 'news': 0.0, 'inst': 50.0, 'future': 11.56319588642317}",0,BEAR
7203.T,"{'market': 4.512801212756115, 'tech': 36.1, 'news': 0.0, 'inst': 50.0, 'future': 8.376004042520377}",0,BEAR
8306.T,"{'market': 3.2941157803937724, 'tech': 28.11, 'news': 0.0, 'inst': 50.0, 'future': 4.313719267979238}",0,BEAR
6758.T,"{'market': 87.78663901418554, 'tech': 43.42, 'news': 0.0, 'inst': 50.0, 'future': 40.95546338061847}",0,BULL
9432.T,"{'market': 5.099708527126468, 'tech': 35.62, 'news': 0.0, 'inst': 50.0, 'future': 10.33236175708823}",0,BEAR
