Time,Code,Price,NewsScore
2026-04-18 08:37:54.821035,2134.T,33.0,0
2026-04-18 08:37:58.472688,3191.T,2216.0,0
2026-04-18 08:38:02.111270,3691.T,1571.0,0
2026-04-18 08:38:05.798592,2884.T,739.0,0
2026-04-18 08:38:09.413540,1914.T,716.0,0
2026-04-18 08:39:23.161066,2158.T,856.0,0
2026-04-18 08:39:26.763994,2411.T,493.0,0
2026-04-18 08:39:30.467913,3848.T,973.0,0
2026-04-18 08:39:34.181605,1992.T,2795.0,0
2026-04-18 08:39:37.868941,2134.T,33.0,0
2026-04-18 08:39:41.799013,3191.T,2216.0,0
2026-04-18 08:39:45.413829,3691.T,1571.0,0
2026-04-18 08:39:49.009599,2884.T,739.0,0
2026-04-18 08:39:52.653369,1914.T,716.0,0
2026-04-18 08:39:56.261600,2003.T,1833.0,0
2026-04-18 08:40:59.994350,2158.T,856.0,0
2026-04-18 08:41:03.704777,2411.T,493.0,0
2026-04-18 08:41:07.311416,3848.T,973.0,0
2026-04-18 08:41:11.064175,1992.T,2795.0,0
2026-04-18 08:41:14.803421,2134.T,33.0,0
2026-04-18 08:41:18.494137,3191.T,2216.0,0
2026-04-18 08:41:22.216965,3691.T,1571.0,0
2026-04-18 08:41:25.910167,2884.T,739.0,0
2026-04-18 08:41:30.038449,1914.T,716.0,0
2026-04-18 08:41:33.657403,2003.T,1833.0,0
2026-04-18 08:42:37.520821,2158.T,856.0,0
2026-04-18 08:42:41.059638,2411.T,493.0,0
2026-04-18 08:42:44.618472,3848.T,973.0,0
2026-04-18 08:42:48.385628,1992.T,2795.0,0
2026-04-18 08:42:55.311713,2134.T,33.0,0
2026-04-18 08:42:59.090067,3191.T,2216.0,0
2026-04-18 08:43:02.863226,3691.T,1571.0,0
2026-04-18 08:43:06.612622,2884.T,739.0,0
2026-04-18 08:43:10.357066,1914.T,716.0,0
2026-04-18 08:43:14.060634,2003.T,1833.0,0
2026-04-18 08:44:17.858826,2158.T,856.0,0
2026-04-18 08:44:21.485208,2411.T,493.0,0
2026-04-18 08:44:25.090296,3848.T,973.0,0
2026-04-18 08:44:28.710459,1992.T,2795.0,0
2026-04-18 08:44:32.522432,2134.T,33.0,0
2026-04-18 08:45:36.461247,2158.T,856.0,0
2026-04-18 08:45:40.094294,2411.T,493.0,0
2026-04-18 08:45:43.807746,3848.T,973.0,0
2026-04-18 08:45:47.441563,1992.T,2795.0,0
2026-04-18 08:45:51.099866,2134.T,33.0,0
2026-04-18 08:45:54.845463,3191.T,2216.0,0
2026-04-18 08:45:58.534695,3691.T,1571.0,0
2026-04-18 08:46:02.373507,2884.T,739.0,0
2026-04-18 08:46:06.066844,1914.T,716.0,0
2026-04-18 08:46:09.770371,2003.T,1833.0,0
2026-04-18 08:47:13.615779,2158.T,856.0,0
2026-04-18 08:47:17.390079,2411.T,493.0,0
2026-04-18 08:47:21.010662,3848.T,973.0,0
2026-04-18 08:47:24.697116,1992.T,2795.0,0
2026-04-18 08:47:28.325463,2134.T,33.0,0
2026-04-18 08:47:31.923094,3191.T,2216.0,0
2026-04-18 08:47:35.645170,3691.T,1571.0,0
2026-04-18 08:47:39.291245,2884.T,739.0,0
2026-04-18 08:47:42.887977,1914.T,716.0,0
2026-04-18 08:47:46.484426,2003.T,1833.0,0
2026-04-18 08:48:50.357873,2158.T,856.0,0
2026-04-18 08:48:54.245854,2411.T,493.0,0
2026-04-18 08:48:58.013075,3848.T,973.0,0
2026-04-18 08:49:01.680292,1992.T,2795.0,0
2026-04-18 08:49:05.369204,2134.T,33.0,0
2026-04-18 08:49:08.998465,3191.T,2216.0,0
2026-04-18 08:49:12.868862,3691.T,1571.0,0
2026-04-18 08:49:16.607942,2884.T,739.0,0
2026-04-18 08:49:20.344245,1914.T,716.0,0
2026-04-18 08:49:24.063112,2003.T,1833.0,0
2026-04-18 08:50:27.822348,2158.T,856.0,0
2026-04-18 08:50:31.577746,2411.T,493.0,0
2026-04-18 08:50:35.397635,3848.T,973.0,0
2026-04-18 08:50:39.440926,1992.T,2795.0,0
2026-04-18 08:50:43.147139,2134.T,33.0,0
2026-04-18 08:50:46.920053,3191.T,2216.0,0
2026-04-18 08:50:50.649491,3691.T,1571.0,0
2026-04-18 08:50:54.348632,2884.T,739.0,0
2026-04-18 08:50:58.335880,1914.T,716.0,0
2026-04-18 08:51:02.185911,2003.T,1833.0,0
2026-04-18 08:52:06.121338,2158.T,856.0,0
2026-04-18 08:52:10.051927,2411.T,493.0,0
2026-04-18 08:52:14.078902,3848.T,973.0,0
2026-04-18 08:52:17.642043,1992.T,2795.0,0
2026-04-18 08:52:21.374473,2134.T,33.0,0
2026-04-18 08:52:25.167946,3191.T,2216.0,0
2026-04-18 08:52:29.200116,3691.T,1571.0,0
2026-04-18 08:52:32.824083,2884.T,739.0,0
2026-04-18 08:52:36.841294,1914.T,716.0,0
2026-04-18 08:52:40.521827,2003.T,1833.0,0
2026-04-18 08:53:44.281437,2158.T,856.0,0
2026-04-18 08:53:48.194313,2411.T,493.0,0
2026-04-18 08:53:51.947353,3848.T,973.0,0
2026-04-18 08:53:55.866826,1992.T,2795.0,0
2026-04-18 08:53:59.840561,2134.T,33.0,0
2026-04-18 08:54:03.583610,3191.T,2216.0,0
2026-04-18 08:54:07.492240,3691.T,1571.0,0
2026-04-18 08:54:11.260303,2884.T,739.0,0
2026-04-18 08:54:14.883580,1914.T,716.0,0
2026-04-18 08:54:18.494371,2003.T,1833.0,0
2026-04-18 08:55:22.285139,2158.T,856.0,0
2026-04-18 08:55:25.963484,2411.T,493.0,0
2026-04-18 08:55:29.756449,3848.T,973.0,0
2026-04-18 08:55:33.555496,1992.T,2795.0,0
2026-04-18 08:55:37.383360,2134.T,33.0,0
2026-04-18 08:55:41.223538,3191.T,2216.0,0
2026-04-18 08:55:44.923974,3691.T,1571.0,0
2026-04-18 08:55:48.662158,2884.T,739.0,0
2026-04-18 08:55:52.429198,1914.T,716.0,0
2026-04-18 08:55:56.209260,2003.T,1833.0,0
2026-04-18 08:57:00.062170,2158.T,856.0,0
2026-04-18 08:57:03.932300,2411.T,493.0,0
2026-04-18 08:57:07.623605,3848.T,973.0,0
2026-04-18 08:57:11.425154,1992.T,2795.0,0
2026-04-18 08:57:15.150444,2134.T,33.0,0
2026-04-18 08:57:18.948325,3191.T,2216.0,0
2026-04-18 08:57:22.867175,3691.T,1571.0,0
2026-04-18 08:57:26.872625,2884.T,739.0,0
2026-04-18 08:57:30.549885,1914.T,716.0,0
2026-04-18 08:57:34.421070,2003.T,1833.0,0
2026-04-18 08:58:38.221090,2158.T,856.0,0
2026-04-18 08:58:42.014122,2411.T,493.0,0
2026-04-18 08:58:45.801084,3848.T,973.0,0
2026-04-18 08:58:49.522849,1992.T,2795.0,0
2026-04-18 08:58:53.482391,2134.T,33.0,0
2026-04-18 08:58:57.509192,3191.T,2216.0,0
2026-04-18 08:59:01.167610,3691.T,1571.0,0
2026-04-18 08:59:04.938680,2884.T,739.0,0
2026-04-18 08:59:08.908896,1914.T,716.0,0
2026-04-18 08:59:12.653914,2003.T,1833.0,0
2026-04-18 09:00:16.504130,2158.T,856.0,0
2026-04-18 09:00:20.305038,2411.T,493.0,0
2026-04-18 09:00:24.146835,3848.T,973.0,0
2026-04-18 09:00:27.861075,1992.T,2795.0,0
2026-04-18 09:00:31.604199,2134.T,33.0,0
2026-04-18 09:00:35.403091,3191.T,2216.0,0
2026-04-18 09:00:39.195368,3691.T,1571.0,0
2026-04-18 09:00:42.925249,2884.T,739.0,0
2026-04-18 09:00:46.602385,1914.T,716.0,0
2026-04-18 09:00:50.332373,2003.T,1833.0,0
2026-04-18 09:01:54.303716,2158.T,856.0,0
2026-04-18 09:01:58.103695,2411.T,493.0,0
2026-04-18 09:02:01.875057,3848.T,973.0,0
2026-04-18 09:02:05.564776,1992.T,2795.0,0
2026-04-18 09:02:09.256220,2134.T,33.0,0
2026-04-18 09:02:12.906969,3191.T,2216.0,0
2026-04-18 09:02:16.589896,3691.T,1571.0,0
2026-04-18 09:02:20.245252,2884.T,739.0,0
2026-04-18 09:02:23.880146,1914.T,716.0,0
2026-04-18 09:02:27.668158,2003.T,1833.0,0
2026-04-18 09:03:31.384839,2158.T,856.0,0
2026-04-18 09:03:35.124575,2411.T,493.0,0
2026-04-18 09:03:38.828364,3848.T,973.0,0
2026-04-18 09:03:42.421744,1992.T,2795.0,0
2026-04-18 09:03:46.182697,2134.T,33.0,0
2026-04-18 09:03:49.920690,3191.T,2216.0,0
2026-04-18 09:03:53.619857,3691.T,1571.0,0
2026-04-18 09:03:57.378960,2884.T,739.0,0
2026-04-18 09:04:01.094944,1914.T,716.0,0
2026-04-18 09:04:04.787440,2003.T,1833.0,0
2026-04-18 09:05:08.782123,2158.T,856.0,0
2026-04-18 09:05:12.503864,2411.T,493.0,0
2026-04-18 09:05:16.183695,3848.T,973.0,0
2026-04-18 09:05:19.797093,1992.T,2795.0,0
2026-04-18 09:05:23.552713,2134.T,33.0,0
2026-04-18 09:05:27.214674,3191.T,2216.0,0
2026-04-18 09:05:31.124603,3691.T,1571.0,0
2026-04-18 09:05:34.861999,2884.T,739.0,0
2026-04-18 09:05:38.548393,1914.T,716.0,0
2026-04-18 09:05:42.177211,2003.T,1833.0,0
2026-04-18 09:06:45.877783,2158.T,856.0,0
2026-04-18 09:06:49.768308,2411.T,493.0,0
2026-04-18 09:06:53.384730,3848.T,973.0,0
2026-04-18 09:06:57.081922,1992.T,2795.0,0
2026-04-18 09:07:00.682104,2134.T,33.0,0
2026-04-18 09:07:04.391489,3191.T,2216.0,0
2026-04-18 09:07:08.016217,3691.T,1571.0,0
2026-04-18 09:07:11.589046,2884.T,739.0,0
2026-04-18 09:07:15.303522,1914.T,716.0,0
2026-04-18 09:07:19.023542,2003.T,1833.0,0
2026-04-18 09:08:23.031716,2158.T,856.0,0
2026-04-18 09:08:26.745279,2411.T,493.0,0
2026-04-18 09:08:30.489756,3848.T,973.0,0
2026-04-18 09:08:34.111186,1992.T,2795.0,0
2026-04-18 09:08:37.755575,2134.T,33.0,0
2026-04-18 09:08:41.499970,3191.T,2216.0,0
2026-04-18 09:08:45.344089,3691.T,1571.0,0
2026-04-18 09:08:49.160468,2884.T,739.0,0
2026-04-18 09:08:52.949231,1914.T,716.0,0
2026-04-18 09:08:56.590103,2003.T,1833.0,0
2026-04-18 09:10:00.290751,2158.T,856.0,0
2026-04-18 09:10:03.934565,2411.T,493.0,0
2026-04-18 09:10:07.818895,3848.T,973.0,0
2026-04-18 09:10:11.524782,1992.T,2795.0,0
2026-04-18 09:10:15.194730,2134.T,33.0,0
2026-04-18 09:10:18.860330,3191.T,2216.0,0
2026-04-18 09:10:22.787000,3691.T,1571.0,0
2026-04-18 09:10:26.605333,2884.T,739.0,0
2026-04-18 09:10:30.415415,1914.T,716.0,0
2026-04-18 09:10:34.149615,2003.T,1833.0,0
2026-04-18 09:11:38.002088,2158.T,856.0,0
2026-04-18 09:11:41.683156,2411.T,493.0,0
2026-04-18 09:11:45.439756,3848.T,973.0,0
2026-04-18 09:11:49.110474,1992.T,2795.0,0
2026-04-18 09:11:52.913538,2134.T,33.0,0
2026-04-18 09:11:56.697401,3191.T,2216.0,0
2026-04-18 09:12:00.503930,3691.T,1571.0,0
2026-04-18 09:12:04.301013,2884.T,739.0,0
2026-04-18 09:12:08.039797,1914.T,716.0,0
2026-04-18 09:12:11.780387,2003.T,1833.0,0
2026-04-18 09:13:15.729157,2158.T,856.0,0
2026-04-18 09:13:19.662731,2411.T,493.0,0
2026-04-18 09:13:23.397725,3848.T,973.0,0
2026-04-18 09:13:27.114973,1992.T,2795.0,0
2026-04-18 09:13:31.025642,2134.T,33.0,0
2026-04-18 09:13:34.808598,3191.T,2216.0,0
2026-04-18 09:13:38.439563,3691.T,1571.0,0
2026-04-18 09:13:42.193565,2884.T,739.0,0
2026-04-18 09:13:45.830120,1914.T,716.0,0
2026-04-18 09:13:49.553578,2003.T,1833.0,0
2026-04-18 09:14:53.288272,2158.T,856.0,0
2026-04-18 09:14:57.045618,2411.T,493.0,0
2026-04-18 09:15:00.700810,3848.T,973.0,0
2026-04-18 09:15:04.472861,1992.T,2795.0,0
2026-04-18 09:15:08.113664,2134.T,33.0,0
2026-04-18 09:15:11.886391,3191.T,2216.0,0
2026-04-18 09:15:15.632909,3691.T,1571.0,0
2026-04-18 09:15:19.329112,2884.T,739.0,0
2026-04-18 09:15:23.094855,1914.T,716.0,0
2026-04-18 09:15:26.881333,2003.T,1833.0,0
2026-04-18 09:16:30.703962,2158.T,856.0,0
2026-04-18 09:16:34.367858,2411.T,493.0,0
2026-04-18 09:16:38.070213,3848.T,973.0,0
2026-04-18 09:16:42.001992,1992.T,2795.0,0
2026-04-18 09:16:45.734293,2134.T,33.0,0
2026-04-18 09:16:49.459093,3191.T,2216.0,0
2026-04-18 09:16:53.220893,3691.T,1571.0,0
2026-04-18 09:16:56.958919,2884.T,739.0,0
2026-04-18 09:17:00.761766,1914.T,716.0,0
2026-04-18 09:17:04.452904,2003.T,1833.0,0
2026-04-18 09:18:08.218871,2158.T,856.0,0
2026-04-18 09:18:11.813065,2411.T,493.0,0
2026-04-18 09:18:15.532347,3848.T,973.0,0
2026-04-18 09:18:19.132219,1992.T,2795.0,0
2026-04-18 09:18:22.763456,2134.T,33.0,0
2026-04-18 09:18:26.500031,3191.T,2216.0,0
2026-04-18 09:18:30.398819,3691.T,1571.0,0
2026-04-18 09:18:34.158057,2884.T,739.0,0
2026-04-18 09:18:37.890082,1914.T,716.0,0
2026-04-18 09:18:41.533661,2003.T,1833.0,0
2026-04-18 09:19:45.309264,2158.T,856.0,0
2026-04-18 09:19:49.002737,2411.T,493.0,0
2026-04-18 09:19:52.637904,3848.T,973.0,0
2026-04-18 09:19:56.281908,1992.T,2795.0,0
2026-04-18 09:20:00.097556,2134.T,33.0,0
2026-04-18 09:20:03.722872,3191.T,2216.0,0
2026-04-18 09:20:07.815802,3691.T,1571.0,0
2026-04-18 09:20:11.489164,2884.T,739.0,0
2026-04-18 09:20:15.352657,1914.T,716.0,0
2026-04-18 09:20:19.178570,2003.T,1833.0,0
2026-04-18 09:21:22.831159,2158.T,856.0,0
2026-04-18 09:21:26.615061,2411.T,493.0,0
2026-04-18 09:21:30.287666,3848.T,973.0,0
2026-04-18 09:21:33.861532,1992.T,2795.0,0
2026-04-18 09:21:37.576989,2134.T,33.0,0
2026-04-18 09:21:41.306952,3191.T,2216.0,0
2026-04-18 09:21:45.101154,3691.T,1571.0,0
2026-04-18 09:21:48.701956,2884.T,739.0,0
2026-04-18 09:21:52.389475,1914.T,716.0,0
2026-04-18 09:21:56.168564,2003.T,1833.0,0
2026-04-18 09:23:00.271280,2158.T,856.0,0
2026-04-18 09:23:03.856100,2411.T,493.0,0
2026-04-18 09:23:07.572926,3848.T,973.0,0
2026-04-18 09:23:11.348306,1992.T,2795.0,0
2026-04-18 09:23:15.115985,2134.T,33.0,0
2026-04-18 09:23:18.895655,3191.T,2216.0,0
2026-04-18 09:23:22.454114,3691.T,1571.0,0
2026-04-18 09:23:26.106508,2884.T,739.0,0
2026-04-18 09:23:29.773365,1914.T,716.0,0
2026-04-18 09:23:33.500464,2003.T,1833.0,0
2026-04-18 09:24:37.254930,2158.T,856.0,0
2026-04-18 09:24:41.003661,2411.T,493.0,0
2026-04-18 09:24:44.599791,3848.T,973.0,0
2026-04-18 09:24:48.715774,1992.T,2795.0,0
2026-04-18 09:24:52.410983,2134.T,33.0,0
2026-04-18 09:24:56.114243,3191.T,2216.0,0
2026-04-18 09:24:59.720208,3691.T,1571.0,0
2026-04-18 09:25:03.329339,2884.T,739.0,0
2026-04-18 09:25:06.998372,1914.T,716.0,0
2026-04-18 09:25:10.749101,2003.T,1833.0,0
2026-04-18 09:26:14.402351,2158.T,856.0,0
2026-04-18 09:26:18.030843,2411.T,493.0,0
2026-04-18 09:26:21.718281,3848.T,973.0,0
2026-04-18 09:26:25.470363,1992.T,2795.0,0
2026-04-18 09:26:29.220561,2134.T,33.0,0
2026-04-18 09:26:32.890354,3191.T,2216.0,0
2026-04-18 09:26:36.570540,3691.T,1571.0,0
2026-04-18 09:26:40.285348,2884.T,739.0,0
2026-04-18 09:26:43.959898,1914.T,716.0,0
2026-04-18 09:26:47.652941,2003.T,1833.0,0
2026-04-18 09:27:51.432995,2158.T,856.0,0
2026-04-18 09:27:55.193189,2411.T,493.0,0
2026-04-18 09:27:59.257138,3848.T,973.0,0
2026-04-18 09:28:03.173027,1992.T,2795.0,0
2026-04-18 09:28:06.876498,2134.T,33.0,0
2026-04-18 09:28:10.597526,3191.T,2216.0,0
2026-04-18 09:28:14.302091,3691.T,1571.0,0
2026-04-18 09:28:17.959534,2884.T,739.0,0
2026-04-18 09:28:21.732879,1914.T,716.0,0
2026-04-18 09:28:25.342445,2003.T,1833.0,0
2026-04-18 09:29:29.386220,2158.T,856.0,0
2026-04-18 09:29:33.120420,2411.T,493.0,0
2026-04-18 09:29:36.824390,3848.T,973.0,0
2026-04-18 09:29:40.527532,1992.T,2795.0,0
2026-04-18 09:29:44.299608,2134.T,33.0,0
2026-04-18 09:29:48.092013,3191.T,2216.0,0
2026-04-18 09:29:51.934965,3691.T,1571.0,0
2026-04-18 09:29:55.739522,2884.T,739.0,0
2026-04-18 09:29:59.395912,1914.T,716.0,0
2026-04-18 09:30:03.148584,2003.T,1833.0,0
2026-04-18 09:31:06.870708,2158.T,856.0,0
2026-04-18 09:31:10.557012,2411.T,493.0,0
2026-04-18 09:31:14.502509,3848.T,973.0,0
2026-04-18 09:31:18.141117,1992.T,2795.0,0
2026-04-18 09:31:21.961950,2134.T,33.0,0
2026-04-18 09:31:25.696643,3191.T,2216.0,0
2026-04-18 09:31:29.459237,3691.T,1571.0,0
2026-04-18 09:31:33.106520,2884.T,739.0,0
2026-04-18 09:31:36.882965,1914.T,716.0,0
2026-04-18 09:31:40.550365,2003.T,1833.0,0
2026-04-18 09:32:44.305691,2158.T,856.0,0
2026-04-18 09:32:47.931328,2411.T,493.0,0
2026-04-18 09:32:51.659586,3848.T,973.0,0
2026-04-18 09:32:55.391748,1992.T,2795.0,0
2026-04-18 09:32:59.127870,2134.T,33.0,0
2026-04-18 09:33:02.793390,3191.T,2216.0,0
2026-04-18 09:33:06.764736,3691.T,1571.0,0
2026-04-18 09:33:10.550015,2884.T,739.0,0
2026-04-18 09:33:14.222123,1914.T,716.0,0
2026-04-18 09:33:18.056646,2003.T,1833.0,0
2026-04-18 09:34:21.924096,2158.T,856.0,0
2026-04-18 09:34:25.611286,2411.T,493.0,0
2026-04-18 09:34:29.336268,3848.T,973.0,0
2026-04-18 09:34:32.970651,1992.T,2795.0,0
2026-04-18 09:34:36.772010,2134.T,33.0,0
2026-04-18 09:34:40.425106,3191.T,2216.0,0
2026-04-18 09:34:44.155031,3691.T,1571.0,0
2026-04-18 09:34:47.824891,2884.T,739.0,0
2026-04-18 09:34:51.532472,1914.T,716.0,0
2026-04-18 09:34:55.250277,2003.T,1833.0,0
2026-04-18 09:35:59.039492,2158.T,856.0,0
2026-04-18 09:36:02.715867,2411.T,493.0,0
2026-04-18 09:36:06.475226,3848.T,973.0,0
2026-04-18 09:36:10.385867,1992.T,2795.0,0
2026-04-18 09:36:13.995280,2134.T,33.0,0
2026-04-18 09:36:17.814944,3191.T,2216.0,0
2026-04-18 09:36:21.495590,3691.T,1571.0,0
2026-04-18 09:36:25.372975,2884.T,739.0,0
2026-04-18 09:36:29.121020,1914.T,716.0,0
2026-04-18 09:36:32.890504,2003.T,1833.0,0
2026-04-18 09:37:36.733629,2158.T,856.0,0
2026-04-18 09:37:40.394979,2411.T,493.0,0
2026-04-18 09:37:44.079912,3848.T,973.0,0
2026-04-18 09:37:47.703830,1992.T,2795.0,0
2026-04-18 09:37:51.361799,2134.T,33.0,0
2026-04-18 09:37:55.049008,3191.T,2216.0,0
2026-04-18 09:37:58.660872,3691.T,1571.0,0
2026-04-18 09:38:02.313004,2884.T,739.0,0
2026-04-18 09:38:06.054566,1914.T,716.0,0
2026-04-18 09:38:09.753466,2003.T,1833.0,0
2026-04-18 09:39:13.481121,2158.T,856.0,0
2026-04-18 09:39:17.507060,2411.T,493.0,0
2026-04-18 09:39:21.204842,3848.T,973.0,0
2026-04-18 09:39:24.842405,1992.T,2795.0,0
2026-04-18 09:39:28.562126,2134.T,33.0,0
2026-04-18 09:39:32.341178,3191.T,2216.0,0
2026-04-18 09:39:35.972151,3691.T,1571.0,0
2026-04-18 09:39:39.757323,2884.T,739.0,0
2026-04-18 09:39:43.512206,1914.T,716.0,0
2026-04-18 09:39:47.252388,2003.T,1833.0,0
2026-04-18 09:40:50.949062,2158.T,856.0,0
2026-04-18 09:40:54.721981,2411.T,493.0,0
2026-04-18 09:40:58.522930,3848.T,973.0,0
2026-04-18 09:41:02.277994,1992.T,2795.0,0
2026-04-18 09:41:06.070453,2134.T,33.0,0
2026-04-18 09:41:10.024102,3191.T,2216.0,0
2026-04-18 09:41:13.686322,3691.T,1571.0,0
2026-04-18 09:41:17.453332,2884.T,739.0,0
2026-04-18 09:41:21.191741,1914.T,716.0,0
2026-04-18 09:41:25.038791,2003.T,1833.0,0
2026-04-18 09:42:28.869885,2158.T,856.0,0
2026-04-18 09:42:32.533570,2411.T,493.0,0
2026-04-18 09:42:36.280082,3848.T,973.0,0
2026-04-18 09:42:39.999998,1992.T,2795.0,0
2026-04-18 09:42:43.720460,2134.T,33.0,0
2026-04-18 09:42:47.421989,3191.T,2216.0,0
2026-04-18 09:42:51.047516,3691.T,1571.0,0
2026-04-18 09:42:54.771075,2884.T,739.0,0
2026-04-18 09:42:58.589837,1914.T,716.0,0
2026-04-18 09:43:02.274914,2003.T,1833.0,0
2026-04-18 09:44:05.959149,2158.T,856.0,0
2026-04-18 09:44:09.611165,2411.T,493.0,0
2026-04-18 09:44:13.205686,3848.T,973.0,0
2026-04-18 09:44:16.799872,1992.T,2795.0,0
2026-04-18 09:44:20.606688,2134.T,33.0,0
2026-04-18 09:44:24.237564,3191.T,2216.0,0
2026-04-18 09:44:27.978972,3691.T,1571.0,0
2026-04-18 09:44:31.648026,2884.T,739.0,0
2026-04-18 09:44:35.274950,1914.T,716.0,0
2026-04-18 09:44:38.982030,2003.T,1833.0,0
2026-04-18 09:45:42.703117,2158.T,856.0,0
2026-04-18 09:45:46.489906,2411.T,493.0,0
2026-04-18 09:45:50.177225,3848.T,973.0,0
2026-04-18 09:45:53.755991,1992.T,2795.0,0
2026-04-18 09:45:57.365213,2134.T,33.0,0
2026-04-18 09:46:01.089914,3191.T,2216.0,0
2026-04-18 09:46:04.842450,3691.T,1571.0,0
2026-04-18 09:46:08.596787,2884.T,739.0,0
2026-04-18 09:46:12.318352,1914.T,716.0,0
2026-04-18 09:46:15.924382,2003.T,1833.0,0
2026-04-18 09:47:19.644477,2158.T,856.0,0
2026-04-18 09:47:23.551304,2411.T,493.0,0
2026-04-18 09:47:27.206969,3848.T,973.0,0
2026-04-18 09:47:30.973393,1992.T,2795.0,0
2026-04-18 09:47:34.725197,2134.T,33.0,0
2026-04-18 09:47:38.462241,3191.T,2216.0,0
2026-04-18 09:47:42.141108,3691.T,1571.0,0
2026-04-18 09:47:45.845259,2884.T,739.0,0
2026-04-18 09:47:49.554689,1914.T,716.0,0
2026-04-18 09:47:53.357584,2003.T,1833.0,0
2026-04-18 09:48:57.172728,2158.T,856.0,0
2026-04-18 09:49:00.890021,2411.T,493.0,0
2026-04-18 09:49:04.611415,3848.T,973.0,0
2026-04-18 09:49:08.352921,1992.T,2795.0,0
2026-04-18 09:49:12.060175,2134.T,33.0,0
2026-04-18 09:49:15.712418,3191.T,2216.0,0
2026-04-18 09:49:19.517522,3691.T,1571.0,0
2026-04-18 09:49:23.783480,2884.T,739.0,0
2026-04-18 09:49:27.557233,1914.T,716.0,0
2026-04-18 09:49:31.248356,2003.T,1833.0,0
2026-04-18 09:50:34.982831,2158.T,856.0,0
2026-04-18 09:50:38.640242,2411.T,493.0,0
2026-04-18 09:50:42.631800,3848.T,973.0,0
2026-04-18 09:50:46.319409,1992.T,2795.0,0
2026-04-18 09:50:50.022101,2134.T,33.0,0
2026-04-18 09:50:53.647959,3191.T,2216.0,0
2026-04-18 09:50:57.368928,3691.T,1571.0,0
2026-04-18 09:51:01.063600,2884.T,739.0,0
2026-04-18 09:51:04.789122,1914.T,716.0,0
2026-04-18 09:51:08.462595,2003.T,1833.0,0
2026-04-18 09:52:12.599769,2158.T,856.0,0
2026-04-18 09:52:16.268433,2411.T,493.0,0
2026-04-18 09:52:19.908849,3848.T,973.0,0
2026-04-18 09:52:23.527574,1992.T,2795.0,0
2026-04-18 09:52:27.189046,2134.T,33.0,0
2026-04-18 09:52:30.868809,3191.T,2216.0,0
2026-04-18 09:52:34.489876,3691.T,1571.0,0
2026-04-18 09:52:38.111356,2884.T,739.0,0
2026-04-18 09:52:41.847994,1914.T,716.0,0
2026-04-18 09:52:45.560498,2003.T,1833.0,0
2026-04-18 09:53:49.229419,2158.T,856.0,0
2026-04-18 09:53:52.855185,2411.T,493.0,0
2026-04-18 09:53:56.532156,3848.T,973.0,0
2026-04-18 09:54:00.153990,1992.T,2795.0,0
2026-04-18 09:54:03.818008,2134.T,33.0,0
2026-04-18 09:54:07.539036,3191.T,2216.0,0
2026-04-18 09:54:11.258692,3691.T,1571.0,0
2026-04-18 09:54:15.023098,2884.T,739.0,0
2026-04-18 09:54:18.672091,1914.T,716.0,0
2026-04-18 09:54:22.427149,2003.T,1833.0,0
2026-04-18 09:55:26.160735,2158.T,856.0,0
2026-04-18 09:55:29.945511,2411.T,493.0,0
2026-04-18 09:55:33.679087,3848.T,973.0,0
2026-04-18 09:55:37.621842,1992.T,2795.0,0
2026-04-18 09:55:41.384360,2134.T,33.0,0
2026-04-18 09:55:45.063497,3191.T,2216.0,0
2026-04-18 09:55:48.761360,3691.T,1571.0,0
2026-04-18 09:55:52.467380,2884.T,739.0,0
2026-04-18 09:55:56.215241,1914.T,716.0,0
2026-04-18 09:55:59.946602,2003.T,1833.0,0
2026-04-18 09:57:03.621855,2158.T,856.0,0
2026-04-18 09:57:07.376011,2411.T,493.0,0
2026-04-18 09:57:10.993603,3848.T,973.0,0
2026-04-18 09:57:14.619740,1992.T,2795.0,0
2026-04-18 09:57:18.419968,2134.T,33.0,0
2026-04-18 09:57:22.105456,3191.T,2216.0,0
2026-04-18 09:57:25.874864,3691.T,1571.0,0
2026-04-18 09:57:29.534124,2884.T,739.0,0
2026-04-18 09:57:33.264674,1914.T,716.0,0
2026-04-18 09:57:36.867070,2003.T,1833.0,0
2026-04-18 09:58:41.050622,2158.T,856.0,0
2026-04-18 09:58:44.695640,2411.T,493.0,0
2026-04-18 09:58:48.389697,3848.T,973.0,0
2026-04-18 09:58:52.025827,1992.T,2795.0,0
2026-04-18 09:58:55.686879,2134.T,33.0,0
2026-04-18 09:58:59.345332,3191.T,2216.0,0
2026-04-18 09:59:03.066876,3691.T,1571.0,0
2026-04-18 09:59:06.711544,2884.T,739.0,0
2026-04-18 09:59:10.396998,1914.T,716.0,0
2026-04-18 09:59:14.005124,2003.T,1833.0,0
2026-04-18 10:00:17.836763,2158.T,856.0,0
2026-04-18 10:00:21.511361,2411.T,493.0,0
2026-04-18 10:00:25.134485,3848.T,973.0,0
2026-04-18 10:00:28.838865,1992.T,2795.0,0
2026-04-18 10:00:32.606612,2134.T,33.0,0
2026-04-18 10:00:36.469909,3191.T,2216.0,0
2026-04-18 10:00:40.128264,3691.T,1571.0,0
2026-04-18 10:00:43.867469,2884.T,739.0,0
2026-04-18 10:00:47.610816,1914.T,716.0,0
2026-04-18 10:00:51.263338,2003.T,1833.0,0
