Date,Open,High,Low,Close,Volume
2013-01-15 00:00:00+09:00,1246.9752550608348,1291.5631664456082,1222.4519037992093,1275.9573974609375,135400
2013-01-16 00:00:00+09:00,1258.86578125,1264.810838068182,1226.16796875,1226.16796875,93900
2013-01-17 00:00:00+09:00,1232.113195793232,1234.342592408057,1197.9291143659168,1201.644775390625,109800
2013-01-18 00:00:00+09:00,1219.4797014813091,1278.1871337890625,1212.7915129905523,1278.1871337890625,145400
2013-01-21 00:00:00+09:00,1278.1874045887212,1298.9951065238865,1227.6544141747486,1293.050048828125,105500
2013-01-22 00:00:00+09:00,1293.7926607967372,1319.8022777570393,1274.4712310547986,1306.4259033203125,109300
2013-01-23 00:00:00+09:00,1284.8755681907317,1302.7107409128703,1284.8755681907317,1295.2794189453125,85800
2013-01-24 00:00:00+09:00,1274.4714946692486,1310.884965945513,1274.4714946692486,1304.19677734375,72400
2013-01-25 00:00:00+09:00,1316.0867311881,1374.051025390625,1316.0867311881,1374.051025390625,177100
2013-01-28 00:00:00+09:00,1392.6297300178721,1438.7039259949843,1370.3357642224953,1426.0706787109375,199800
2013-01-29 00:00:00+09:00,1411.2076478237486,1424.5840236325046,1393.3724800787409,1414.18017578125,66500
2013-01-30 00:00:00+09:00,1414.9231924807198,1449.1072612066196,1411.950664765424,1445.3916015625,104200
2013-01-31 00:00:00+09:00,1436.4741282219434,1440.932920135721,1409.7213767392793,1425.3271484375,109100
2013-02-01 00:00:00+09:00,1439.4468645732939,1465.456487836105,1397.0883352595727,1421.6116943359375,100700
2013-02-04 00:00:00+09:00,1436.474330254398,1436.474330254398,1378.510027222922,1387.4276123046875,52800
2013-02-05 00:00:00+09:00,1339.1241883099374,1365.8769467889374,1337.6379239499931,1345.8123779296875,120100
2013-02-06 00:00:00+09:00,1345.0691429791186,1381.48261701557,1345.0691429791186,1371.8218994140625,66200
2013-02-07 00:00:00+09:00,1365.8767029940107,1372.564891419988,1353.2434581893872,1362.9041748046875,52600
2013-02-08 00:00:00+09:00,1358.4454462720419,1374.7943520805675,1345.8122008745447,1364.3905029296875,65100
2013-02-12 00:00:00+09:00,1382.9689813053403,1385.1983778361925,1342.83984375,1342.83984375,62700
2013-02-13 00:00:00+09:00,1336.8946713996918,1341.3534640780676,1308.6556511033114,1314.6007080078125,79800
2013-02-14 00:00:00+09:00,1311.628141857329,1311.628141857329,1275.2146693638392,1279.6734619140625,73500
2013-02-15 00:00:00+09:00,1264.0677583633367,1292.3067794202484,1241.0306622379615,1252.9207763671875,67900
2013-02-18 00:00:00+09:00,1253.663793409669,1303.4536417549257,1253.663793409669,1287.104736328125,55100
2013-02-19 00:00:00+09:00,1287.104736328125,1288.591000457834,1270.7558309013243,1287.104736328125,41300
2013-02-20 00:00:00+09:00,1300.4810633284321,1342.096457354942,1293.7928750027431,1322.7750244140625,70500
2013-02-21 00:00:00+09:00,1301.967541757221,1342.0966783182312,1301.967541757221,1325.004638671875,36900
2013-02-22 00:00:00+09:00,1324.2614613635958,1328.7202541627998,1281.9029297711577,1301.224365234375,32300
2013-02-25 00:00:00+09:00,1330.9493471448468,1336.8944028551532,1325.0042914345404,1333.921875,40000
2013-02-26 00:00:00+09:00,1322.775129085213,1330.2064500351298,1307.912487185379,1313.8575439453125,38900
2013-02-27 00:00:00+09:00,1301.9671891934609,1307.9122448518785,1285.6182861328125,1285.6182861328125,36500
2013-02-28 00:00:00+09:00,1315.3440048509563,1329.4635167674353,1298.251964109955,1321.2890625,75700
2013-03-01 00:00:00+09:00,1327.2336617237468,1351.7570160557086,1322.7748700270265,1336.1512451171875,48200
2013-03-04 00:00:00+09:00,1340.6104417442284,1356.9593495703775,1333.9222521789854,1339.8673095703125,31500
2013-03-05 00:00:00+09:00,1326.4906025424164,1346.555166278352,1297.5084549238425,1298.2515869140625,64500
2013-03-06 00:00:00+09:00,1297.508671760559,1333.1790132522583,1297.508671760559,1331.6927490234375,44100
2013-03-07 00:00:00+09:00,1333.9220575549825,1333.9220575549825,1311.6280955902755,1318.3162841796875,38900
2013-03-08 00:00:00+09:00,1330.2063247859978,1330.2063247859978,1320.5456084607365,1327.9769287109375,107400
2013-03-11 00:00:00+09:00,1333.1785581475062,1358.4450414122862,1330.206030704591,1346.554931640625,70200
2013-03-12 00:00:00+09:00,1358.445099652538,1362.1607591154825,1341.353066122993,1345.0687255859375,45500
2013-03-13 00:00:00+09:00,1330.2067017004435,1355.473197710396,1330.2067017004435,1351.014404296875,41100
2013-03-14 00:00:00+09:00,1359.1883414890456,1374.7941124957542,1353.9864178201428,1367.36279296875,64200
2013-03-15 00:00:00+09:00,1368.8492726654806,1383.7119140625,1350.2709709192065,1383.7119140625,126700
2013-03-18 00:00:00+09:00,1369.5923431744593,1382.2255877940827,1361.4178907735266,1368.1060791015625,42400
2013-03-19 00:00:00+09:00,1379.2529698642347,1379.2529698642347,1353.986482269739,1354.7296142578125,36100
2013-03-21 00:00:00+09:00,1354.7297658025086,1375.537463796184,1325.7476150256036,1369.5924072265625,77400
2013-03-22 00:00:00+09:00,1374.051025390625,1388.9136649297338,1371.0784974828032,1374.051025390625,88900
2013-03-25 00:00:00+09:00,1402.2901078866616,1434.2447844309788,1402.2901078866616,1420.868408203125,170500
2013-03-26 00:00:00+09:00,1421.6115402157836,1438.70357650693,1419.382144177808,1420.868408203125,114700
2013-03-27 00:00:00+09:00,1424.5838763586307,1462.4836038986882,1417.1525572331293,1458.7679443359375,86000
2013-03-28 00:00:00+09:00,1452.8232509966979,1460.2545719736631,1419.3823066003545,1441.67626953125,110700
2013-03-29 00:00:00+09:00,1456.53871946697,1471.4013594615308,1407.492007484919,1408.978271484375,123300
2013-04-01 00:00:00+09:00,1438.7035474396573,1438.7035474396573,1356.9590276987678,1377.7667236328125,118500
2013-04-02 00:00:00+09:00,1377.0236654271148,1377.0236654271148,1339.1239315162768,1353.986572265625,97300
2013-04-03 00:00:00+09:00,1353.9867050301316,1397.088367429554,1353.9867050301316,1391.143310546875,54700
2013-04-04 00:00:00+09:00,1408.978333761248,1439.4467470968025,1380.739316523417,1424.5841064453125,178700
2013-04-05 00:00:00+09:00,1435.7309247295673,1470.6581263146034,1414.9232301682691,1449.1072998046875,313400
2013-04-08 00:00:00+09:00,1462.4839730525362,1538.283447265625,1460.2545767521513,1538.283447265625,355500
2013-04-09 00:00:00+09:00,1503.3559055916705,1533.824314948694,1486.2638710743158,1493.6951904296875,134600
2013-04-10 00:00:00+09:00,1503.3562415842312,1524.907072531311,1484.0348069420215,1524.1639404296875,123200
2013-04-11 00:00:00+09:00,1528.6229045668686,1558.3481919672938,1504.8426746465284,1550.9168701171875,112200
2013-04-12 00:00:00+09:00,1560.5770335477941,1597.7336295846465,1551.6594504989496,1591.78857421875,156700
2013-04-15 00:00:00+09:00,1590.3026908398347,1605.9084649088236,1575.4400488693689,1583.614501953125,81900
2013-04-16 00:00:00+09:00,1553.145853486088,1589.55932086447,1508.557934247253,1572.46728515625,105200
