Date,Open,High,Low,Close,Volume
2005-01-03 00:00:00+09:00,1357.8670654296875,1357.8670654296875,1357.8670654296875,1357.8670654296875,0
2005-01-04 00:00:00+09:00,1357.8670654296875,1357.8670654296875,1357.8670654296875,1357.8670654296875,0
2005-01-05 00:00:00+09:00,1357.8670654296875,1357.8670654296875,1357.8670654296875,1357.8670654296875,0
2005-01-06 00:00:00+09:00,1376.2169189453125,1376.2169189453125,1376.2169189453125,1376.2169189453125,1000
2005-01-07 00:00:00+09:00,1376.2169189453125,1376.2169189453125,1376.2169189453125,1376.2169189453125,5000
2005-01-10 00:00:00+09:00,1376.2169189453125,1376.2169189453125,1376.2169189453125,1376.2169189453125,0
2005-01-11 00:00:00+09:00,1376.2169189453125,1394.5664778645835,1376.2169189453125,1376.2169189453125,3000
2005-01-12 00:00:00+09:00,1385.391845703125,1385.391845703125,1385.391845703125,1385.391845703125,2000
2005-01-13 00:00:00+09:00,1421.1737083385835,1422.0911865234375,1421.1737083385835,1422.0911865234375,2000
2005-01-14 00:00:00+09:00,1403.7416228263608,1422.0911865234375,1403.7416228263608,1422.0911865234375,3000
2005-01-17 00:00:00+09:00,1467.047119140625,1467.047119140625,1467.047119140625,1467.047119140625,1000
2005-01-18 00:00:00+09:00,1467.0473657226562,1467.96484375,1467.0473657226562,1467.96484375,3000
2005-01-19 00:00:00+09:00,1467.96484375,1467.96484375,1467.96484375,1467.96484375,2000
2005-01-20 00:00:00+09:00,1495.4889433889678,1513.8385009765625,1495.4889433889678,1513.8385009765625,3000
2005-01-21 00:00:00+09:00,1532.1882448111007,1559.7125845382461,1532.1882448111007,1536.775634765625,4000
2005-01-24 00:00:00+09:00,1545.9502901411324,1623.9359130859375,1545.9502901411324,1623.9359130859375,7000
2005-01-25 00:00:00+09:00,1571.6395184433252,1573.4744740982503,1561.5472623412372,1568.8870849609375,5000
2005-01-26 00:00:00+09:00,1523.0132797703598,1523.0132797703598,1513.8385009765625,1513.8385009765625,2000
2005-01-27 00:00:00+09:00,1559.7123585960078,1587.2366943359375,1559.7123585960078,1587.2366943359375,4000
2005-01-28 00:00:00+09:00,1559.712646484375,1559.712646484375,1559.712646484375,1559.712646484375,2000
2005-01-31 00:00:00+09:00,1536.7756764657672,1552.372802734375,1536.7756764657672,1552.372802734375,2000
2005-02-01 00:00:00+09:00,1579.8967650644877,1579.8967650644877,1534.9403530504576,1550.5374755859375,3000
2005-02-02 00:00:00+09:00,1550.5374755859375,1550.5374755859375,1550.5374755859375,1550.5374755859375,0
2005-02-03 00:00:00+09:00,1543.1980419921874,1559.712646484375,1541.3630859374998,1559.712646484375,6000
2005-02-04 00:00:00+09:00,1504.6636858429476,1511.086030843497,1467.9645715540953,1500.9937744140625,37000
2005-02-07 00:00:00+09:00,1498.2414991971705,1498.2414991971705,1469.7996826171875,1469.7996826171875,5000
2005-02-08 00:00:00+09:00,1469.7997998046874,1469.7997998046874,1467.96484375,1467.96484375,7000
2005-02-09 00:00:00+09:00,1475.3045704338122,1477.1395263671875,1467.9647467003106,1477.1395263671875,6000
2005-02-10 00:00:00+09:00,1476.222121290291,1476.222121290291,1445.0278688826652,1458.7900390625,6000
2005-02-11 00:00:00+09:00,1458.7900390625,1458.7900390625,1458.7900390625,1458.7900390625,0
2005-02-14 00:00:00+09:00,1458.789865676005,1458.789865676005,1431.2655285877786,1440.4403076171875,6000
2005-02-15 00:00:00+09:00,1426.6783447265625,1426.6783447265625,1426.6783447265625,1426.6783447265625,4000
2005-02-16 00:00:00+09:00,1425.7608666913686,1426.6783447265625,1425.7608666913686,1426.6783447265625,2000
2005-02-17 00:00:00+09:00,1440.4405299399923,1440.4405299399923,1432.1832275390625,1432.1832275390625,2000
2005-02-18 00:00:00+09:00,1432.1830393826742,1452.3675537109375,1432.1830393826742,1452.3675537109375,3000
2005-02-21 00:00:00+09:00,1449.6151123046875,1449.6151123046875,1449.6151123046875,1449.6151123046875,1000
2005-02-22 00:00:00+09:00,1467.96484375,1467.96484375,1467.96484375,1467.96484375,3000
2005-02-23 00:00:00+09:00,1467.96484375,1467.96484375,1467.96484375,1467.96484375,0
2005-02-24 00:00:00+09:00,1459.7076012620194,1490.90185546875,1459.7076012620194,1490.90185546875,10000
2005-02-25 00:00:00+09:00,1467.047413917824,1486.314453125,1467.047413917824,1486.314453125,6000
2005-02-28 00:00:00+09:00,1484.4794482421873,1484.4794482421873,1467.96484375,1467.96484375,5000
2005-03-01 00:00:00+09:00,1467.96484375,1467.96484375,1467.96484375,1467.96484375,0
2005-03-02 00:00:00+09:00,1472.552136533749,1477.1395263671875,1467.9647467003106,1477.1395263671875,4000
2005-03-03 00:00:00+09:00,1477.1395263671875,1477.1395263671875,1477.1395263671875,1477.1395263671875,0
2005-03-04 00:00:00+09:00,1477.1396844951923,1490.90185546875,1467.964903846154,1490.90185546875,5000
2005-03-07 00:00:00+09:00,1490.9019303841756,1490.9019303841756,1472.5523681640625,1472.5523681640625,2000
2005-03-08 00:00:00+09:00,1478.056884765625,1497.3239205074487,1478.056884765625,1478.056884765625,5000
2005-03-09 00:00:00+09:00,1479.8921305837807,1495.4892578125,1479.8921305837807,1495.4892578125,6000
2005-03-10 00:00:00+09:00,1503.7464550393488,1503.7464550393488,1486.314372888191,1501.9114990234375,6000
2005-03-11 00:00:00+09:00,1508.333740234375,1508.333740234375,1508.333740234375,1508.333740234375,1000
2005-03-14 00:00:00+09:00,1504.6638385069023,1512.003662109375,1501.911404655975,1512.003662109375,4000
2005-03-15 00:00:00+09:00,1512.9210230971826,1513.8385009765625,1512.0035452178029,1513.8385009765625,4000
2005-03-16 00:00:00+09:00,1513.8385138842993,1518.4259033203125,1513.8385138842993,1518.4259033203125,12000
2005-03-17 00:00:00+09:00,1512.9211324859898,1513.838610431706,1509.251220703125,1509.251220703125,5000
2005-03-18 00:00:00+09:00,1514.7559814453125,1515.6734593262606,1514.7559814453125,1514.7559814453125,6000
2005-03-21 00:00:00+09:00,1514.7559814453125,1514.7559814453125,1514.7559814453125,1514.7559814453125,0
2005-03-22 00:00:00+09:00,1516.591074472173,1523.013420220089,1516.591074472173,1520.260986328125,9000
2005-03-23 00:00:00+09:00,1524.848386173145,1524.848386173145,1523.013430233105,1523.930908203125,9000
2005-03-24 00:00:00+09:00,1523.013430233105,1524.848386173145,1522.095952263085,1523.930908203125,8000
2005-03-25 00:00:00+09:00,1523.9308040628043,1530.3531494140625,1522.0958482481592,1530.3531494140625,17000
2005-03-28 00:00:00+09:00,1356.0325475448217,1431.2657470703125,1356.0325475448217,1431.2657470703125,4000
2005-03-29 00:00:00+09:00,1431.2654795545213,1466.129638671875,1431.2654795545213,1466.129638671875,3000
2005-03-30 00:00:00+09:00,1467.96484375,1467.96484375,1467.96484375,1467.96484375,1000
2005-03-31 00:00:00+09:00,1467.96484375,1467.96484375,1467.96484375,1467.96484375,0
2005-04-01 00:00:00+09:00,1422.0908954204258,1422.0908954204258,1394.5665555090627,1404.6588134765625,3000
2005-04-04 00:00:00+09:00,1422.0911865234375,1422.0911865234375,1422.0911865234375,1422.0911865234375,1000
2005-04-05 00:00:00+09:00,1422.0911865234375,1423.0086647082912,1422.0911865234375,1422.0911865234375,3000
2005-04-06 00:00:00+09:00,1420.255859375,1420.255859375,1420.255859375,1420.255859375,1000
2005-04-07 00:00:00+09:00,1422.0909666403747,1431.2657470703125,1422.0909666403747,1431.2657470703125,2000
2005-04-08 00:00:00+09:00,1422.0911865234375,1422.0911865234375,1422.0911865234375,1422.0911865234375,1000
2005-04-11 00:00:00+09:00,1423.0086647082912,1423.0086647082912,1422.0911865234375,1422.0911865234375,3000
